,Year,Month,Day,Hour,Minute,Second,Bottom.depth..m.,Consecutive.Station.number,prDM..Pressure..Digiquartz..db.,depSM..Depth..salt.water..m.,t090C..Temperature..ITS.90..deg.C..,t190C..Temperature..2..ITS.90..deg.C..,c0S.m..Conductivity..S.m.,c1S.m..Conductivity..2..S.m..,v0..Voltage.0,v1..Voltage.1,v2..Voltage.2,v3..Voltage.3,v4..Voltage.4,v5..Voltage.5,v6..Voltage.6,v7..Voltage70,altM..Altimeter..m.,CStarAt0..Beam.Attenuation..WET.Labs.C.Star..1.m.,CStarTr0..Beam.Transmission..WET.Labs.C.Star,flECO.AFL..Fluorescence..WET.Labs.ECO.AFL.FL..mg.m.3.,sbox0Mm.Kg..Oxygen..SBE.43..umol.kg.,sbox1Mm.Kg..Oxygen..SBE.43..2..umol.kg..,par..PAR.Irradiance..Biospherical.Licor,latitude..Latitude..deg.,longitude..Longitude..deg.,sal00..Salinity..Practical..PSU.,sal11..Salinity..Practical..2..PSU.,sigma.t00..Density..sigma.t..kg.m.3.,sigma.t11..Density..2..sigma.t..kg.m.3..,flag..flag,project,C0mS.cm,C1mS.cm,HLY1702.CTD.Station,Cast,Bottle
1:01,2017,8,7,1,24,37,48,1,0,2.97,6.7333,6.7311,3.296358,3.296242,3.4412,3.7055,0.1652,0.1754,3.8636,0,2.4278,3.5826,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,67.66664,-168.9555,32.7049,32.7057,25.6467,25.6474,1,AMBON,NA,NA,NA,NA,NA
1:02,2017,8,7,1,24,37,48,1,1,2.97,6.7333,6.7311,3.296358,3.296242,3.4412,3.7055,0.1652,0.1754,3.8636,0,2.4278,3.5826,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,67.66664,-168.9555,32.7049,32.7057,25.6467,25.6474,1,AMBON,NA,NA,NA,NA,NA
1:03,2017,8,7,1,24,37,48,1,2,2.97,6.7333,6.7311,3.296358,3.296242,3.4412,3.7055,0.1652,0.1754,3.8636,0,2.4278,3.5826,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,67.66664,-168.9555,32.7049,32.7057,25.6467,25.6474,1,AMBON,NA,NA,NA,NA,NA
1:04,2017,8,7,1,24,37,48,1,3,2.97,6.7333,6.7311,3.296358,3.296242,3.4412,3.7055,0.1652,0.1754,3.8636,0,2.4278,3.5826,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,67.66664,-168.9555,32.7049,32.7057,25.6467,25.6474,0,AMBON,NA,NA,NA,NA,NA
1:05,2017,8,7,1,24,37,48,1,4,3.96,6.7291,6.7294,3.29611,3.296126,3.4391,3.7088,0.149,0.1937,3.8606,0,2.3896,3.4375,47.79,0.801,81.846,0.2917,410.231,407.304,250.02,67.66665,-168.95546,32.7057,32.7055,25.6479,25.6474,0,AMBON,NA,NA,NA,NA,NA
1:06,2017,8,7,1,24,37,48,1,5,4.95,6.7276,6.7267,3.296025,3.296001,3.4378,3.7112,0.1681,0.1979,3.8778,0,2.3454,3.2915,46.91,0.784,82.211,0.3366,410.225,408.111,177.3,67.66666,-168.95544,32.7056,32.7063,25.648,25.6484,0,AMBON,NA,NA,NA,NA,NA
1:07,2017,8,7,1,24,37,48,1,6,5.94,6.7226,6.7224,3.295715,3.295729,3.4388,3.7107,0.1781,0.2926,3.8838,0,2.3071,3.1415,46.14,0.777,82.34,0.3613,410.809,407.533,125.85,67.66666,-168.95544,32.7066,32.7069,25.6495,25.6494,0,AMBON,NA,NA,NA,NA,NA
1:08,2017,8,7,1,24,37,48,1,7,6.93,6.7187,6.7183,3.295563,3.295571,3.4396,3.7092,0.1938,0.3497,3.8653,0,2.2547,2.9895,45.09,0.796,81.946,0.4014,411.255,406.565,88.838,67.66666,-168.95544,32.7082,32.7086,25.6513,25.6514,0,AMBON,NA,NA,NA,NA,NA
1:09,2017,8,7,1,24,37,48,1,8,7.92,6.7115,6.7107,3.295353,3.295338,3.4395,3.7082,0.1967,0.3436,3.8726,0,2.1987,2.8538,43.98,0.789,82.101,0.4112,411.009,406.436,64.786,67.66667,-168.95545,32.7122,32.7128,25.6554,25.6556,0,AMBON,NA,NA,NA,NA,NA
1:10,2017,8,7,1,24,37,48,1,9,8.91,6.6898,6.6922,3.293845,3.294111,3.4399,3.7086,0.2086,0.3421,3.8979,0,2.1539,2.7113,43.08,0.763,82.638,0.4365,411.468,407.343,46.661,67.66668,-168.95545,32.7159,32.7165,25.6611,25.6609,0,AMBON,NA,NA,NA,NA,NA
1:11,2017,8,7,1,24,37,48,1,10,9.9,6.5233,6.5276,3.279032,3.27875,3.4387,3.7092,0.2055,0.3474,3.9133,0,2.103,2.5745,42.06,0.747,82.964,0.4286,412.907,409.621,34.028,67.66668,-168.95543,32.7112,32.7039,25.679,25.6723,0,AMBON,NA,NA,NA,NA,NA
1:12,2017,8,7,1,24,37,48,1,11,10.89,5.6718,5.6843,3.19906,3.198554,3.422,3.6999,0.1836,0.3557,3.9292,0,2.0488,2.4604,40.97,0.731,83.303,0.3783,416.441,414.27,26.096,67.66668,-168.95542,32.6364,32.6186,25.725,25.7081,0,AMBON,NA,NA,NA,NA,NA
1:13,2017,8,7,1,24,37,48,1,12,11.88,4.944,4.9514,3.136463,3.136744,3.3457,3.6717,0.1702,0.3656,3.9782,0,1.9993,2.3584,39.99,0.681,84.34,0.3406,400.144,408.181,20.605,67.6667,-168.95542,32.6327,32.6286,25.8052,25.8009,0,AMBON,NA,NA,NA,NA,NA
1:14,2017,8,7,1,24,37,48,1,13,12.87,4.3933,4.3933,3.086378,3.086016,3.2071,3.6688,0.1315,0.363,3.939,0,1.95,2.2529,39,0.721,83.51,0.2473,363.983,420.438,16.165,67.6667,-168.95542,32.5936,32.5893,25.8328,25.829,0,AMBON,NA,NA,NA,NA,NA
1:15,2017,8,7,1,24,37,48,1,14,13.86,4.2252,4.2223,3.073113,3.073145,3.0066,3.5753,0.0828,0.3487,3.8494,0,1.8971,2.1543,37.94,0.813,81.609,0.1259,316.02,383.867,12.834,67.6667,-168.95542,32.6045,32.6077,25.8586,25.8613,0,AMBON,NA,NA,NA,NA,NA
1:16,2017,8,7,1,24,37,48,1,15,14.85,4.2195,4.2181,3.072975,3.07306,2.8488,3.4325,0.0651,0.3451,3.6788,0,1.8529,2.0496,37.06,0.995,77.992,0.0805,290.909,320.624,10.084,67.6667,-168.95542,32.608,32.6103,25.862,25.8637,0,AMBON,NA,NA,NA,NA,NA
1:17,2017,8,7,1,24,37,48,1,16,15.84,4.2169,4.2162,3.072998,3.073086,2.7286,3.2564,0.062,0.3462,3.4078,0,1.8023,1.9114,36.05,1.303,72.246,0.073,280.684,266.27,7.349,67.66672,-168.95541,32.6103,32.612,25.8641,25.8653,0,AMBON,NA,NA,NA,NA,NA
1:18,2017,8,7,1,24,37,48,1,17,16.83,4.2097,4.2091,3.072835,3.072835,2.6165,3.0345,0.0698,0.347,3.1415,0,1.7442,1.7635,34.88,1.627,66.597,0.0918,282.566,233.924,5.179,67.66672,-168.9554,32.615,32.6156,25.8686,25.8689,0,AMBON,NA,NA,NA,NA,NA
1:19,2017,8,7,1,24,37,48,1,18,17.82,4.2029,4.2025,3.07252,3.072604,2.5619,2.9021,0.0679,0.3462,3.0583,0,1.6983,1.6126,33.97,1.733,64.833,0.0873,288.354,246.105,3.63,67.66672,-168.9554,32.6175,32.6189,25.8712,25.8722,0,AMBON,NA,NA,NA,NA,NA
1:20,2017,8,7,1,24,37,48,1,19,18.809,4.1993,4.1958,3.072444,3.072225,2.5384,2.839,0.0609,0.3448,3.0564,0,1.6552,1.465,33.11,1.736,64.794,0.0696,291.365,259.719,2.559,67.66672,-168.9554,32.6197,32.6206,25.8734,25.8742,0,AMBON,NA,NA,NA,NA,NA
1:21,2017,8,7,1,24,37,48,1,20,19.8,4.1927,4.1919,3.072066,3.07207,2.5223,2.7923,0.0586,0.3442,3.0434,0,1.6051,1.3202,32.1,1.753,64.516,0.0642,293.309,269.89,1.81,67.66672,-168.95538,32.6213,32.6222,25.8753,25.8758,0,AMBON,NA,NA,NA,NA,NA
1:22,2017,8,7,1,24,37,48,1,21,20.789,4.188,4.1877,3.071888,3.071889,2.5076,2.7499,0.0589,0.3462,3.0363,0,1.5449,1.178,30.9,1.762,64.366,0.0648,294.405,279.04,1.276,67.66672,-168.95538,32.6234,32.6237,25.8774,25.8775,0,AMBON,NA,NA,NA,NA,NA
1:23,2017,8,7,1,24,37,48,1,22,21.779,4.1865,4.1862,3.071942,3.071951,2.4973,2.7224,0.058,0.3455,3.0549,0,1.4921,1.0335,29.84,1.738,64.762,0.0625,294.71,285.425,0.887,67.66673,-168.95538,32.625,32.6254,25.8789,25.879,0,AMBON,NA,NA,NA,NA,NA
1:24,2017,8,7,1,24,37,48,1,23,22.769,4.1848,4.1842,3.071937,3.071937,2.4914,2.7075,0.0587,0.3467,3.0728,0,1.4465,0.9001,28.93,1.714,65.141,0.0642,294.712,288.22,0.629,67.66674,-168.95538,32.6261,32.6266,25.8799,25.8801,0,AMBON,NA,NA,NA,NA,NA
1:25,2017,8,7,1,24,37,48,1,24,23.759,4.1833,4.1829,3.071931,3.071934,2.4868,2.6971,0.0572,0.346,3.0776,0,1.3976,0.7708,27.95,1.708,65.244,0.0606,294.555,289.686,0.443,67.66674,-168.95537,32.627,32.6274,25.8808,25.8809,0,AMBON,NA,NA,NA,NA,NA
1:26,2017,8,7,1,24,37,48,1,25,24.749,4.178,4.1779,3.071608,3.071596,2.4819,2.6873,0.0584,0.3314,3.0802,0,1.3421,0.6517,26.84,1.705,65.299,0.0635,294.135,290.315,0.315,67.66674,-168.95536,32.6279,32.6279,25.8821,25.8818,0,AMBON,NA,NA,NA,NA,NA
1:27,2017,8,7,1,24,37,48,1,26,25.739,4.1724,4.1725,3.071273,3.071282,2.477,2.6784,0.0589,0.3308,3.0873,0,1.2891,0.5342,25.78,1.696,65.448,0.0649,293.651,290.296,0.217,67.66674,-168.95536,32.6291,32.629,25.8836,25.8832,0,AMBON,NA,NA,NA,NA,NA
1:28,2017,8,7,1,24,37,48,1,27,26.729,4.1693,4.1696,3.071117,3.071143,2.4743,2.6737,0.0575,0.3312,3.0956,0,1.2446,0.4332,24.89,1.685,65.624,0.0614,293.554,290.88,0.154,67.66674,-168.95536,32.6298,32.6298,25.8845,25.8842,0,AMBON,NA,NA,NA,NA,NA
1:29,2017,8,7,1,24,37,48,1,28,27.719,4.1668,4.1666,3.070995,3.070979,2.472,2.6691,0.0573,0.3303,3.0998,0,1.1926,0.3227,23.85,1.679,65.714,0.061,293.525,290.817,0.098,67.66674,-168.95536,32.6303,32.6303,25.8851,25.8849,0,AMBON,NA,NA,NA,NA,NA
1:30,2017,8,7,1,24,37,48,1,29,28.709,4.162,4.1614,3.070732,3.070688,2.4678,2.6634,0.0602,0.3337,3.1098,0,1.1324,0.2467,22.65,1.667,65.924,0.0678,292.887,290.604,0.067,67.66674,-168.95536,32.6314,32.6316,25.8865,25.8864,0,AMBON,NA,NA,NA,NA,NA
1:31,2017,8,7,1,24,37,48,1,30,29.698,4.1583,4.1578,3.07053,3.070503,2.4649,2.6597,0.0605,0.3323,3.1133,0,1.0864,0.1811,21.73,1.662,65.999,0.0686,292.549,290.67,0.045,67.66674,-168.95536,32.6323,32.6324,25.8876,25.8874,0,AMBON,NA,NA,NA,NA,NA
1:32,2017,8,7,1,24,37,48,1,31,30.688,4.1554,4.1547,3.070373,3.070329,2.4632,2.6576,0.0586,0.3308,3.1134,0,1.0405,0.1264,20.81,1.662,66.002,0.0639,292.685,291.027,0.029,67.66674,-168.95536,32.6328,32.633,25.8883,25.8881,0,AMBON,NA,NA,NA,NA,NA
1:33,2017,8,7,1,24,37,48,1,32,31.678,4.1543,4.1539,3.070352,3.070332,2.46,2.6545,0.0568,0.3297,3.0993,0,0.9858,0.0747,19.72,1.68,65.703,0.0594,292.036,290.699,0.015,67.66674,-168.95536,32.6331,32.6332,25.8886,25.8885,0,AMBON,NA,NA,NA,NA,NA
1:34,2017,8,7,1,24,37,48,1,33,32.668,4.1543,4.1539,3.070397,3.070381,2.4565,2.6509,0.0573,0.3463,3.0801,0,0.9366,0.0335,18.73,1.705,65.297,0.0606,291.268,289.668,0.005,67.66675,-168.95536,32.6331,32.6334,25.8886,25.8886,0,AMBON,NA,NA,NA,NA,NA
1:35,2017,8,7,1,24,37,48,1,34,33.658,4.1544,4.1538,3.070443,3.070415,2.4542,2.6484,0.0572,0.3456,3.0593,0,0.8822,0.0128,17.64,1.732,64.855,0.0605,291.252,289.877,0.001,67.66677,-168.95536,32.633,32.6333,25.8885,25.8885,0,AMBON,NA,NA,NA,NA,NA
1:36,2017,8,7,1,24,37,48,1,35,34.648,4.1542,4.1537,3.070469,3.070455,2.4523,2.645,0.0595,0.3424,3.0438,0,0.8283,0.0097,16.56,1.752,64.526,0.0663,291.327,289.595,0,67.66678,-168.95536,32.6331,32.6333,25.8886,25.8886,0,AMBON,NA,NA,NA,NA,NA
1:37,2017,8,7,1,24,37,48,1,36,35.637,4.1537,4.1533,3.070475,3.070471,2.4509,2.6423,0.061,0.3403,3.0382,0,0.7844,0.0098,15.69,1.76,64.407,0.0695,291.203,288.938,0,67.66678,-168.95536,32.633,32.6334,25.8886,25.8886,0,AMBON,NA,NA,NA,NA,NA
1:38,2017,8,7,1,24,37,48,1,37,36.627,4.1537,4.1531,3.07051,3.070486,2.4491,2.6393,0.0582,0.3391,3.0199,0,0.7308,0.0098,14.62,1.784,64.019,0.0633,290.936,288.638,0,67.6668,-168.95536,32.633,32.6333,25.8886,25.8886,0,AMBON,NA,NA,NA,NA,NA
1:39,2017,8,7,1,24,37,48,1,38,37.617,4.1532,4.1528,3.070512,3.070505,2.4476,2.6371,0.0598,0.3389,3.0032,0,0.6782,0.0098,13.56,1.806,63.666,0.0672,290.772,288.69,0,67.6668,-168.95536,32.6329,32.6333,25.8886,25.8886,0,AMBON,NA,NA,NA,NA,NA
1:40,2017,8,7,1,24,37,48,1,39,38.607,4.152,4.1514,3.070451,3.070423,2.4465,2.636,0.0631,0.3379,2.9943,0,0.6311,0.0098,12.62,1.818,63.476,0.075,290.827,289.315,0,67.6668,-168.95536,32.6329,32.6332,25.8887,25.8887,0,AMBON,NA,NA,NA,NA,NA
1:41,2017,8,7,1,24,37,48,1,40,39.597,4.1513,4.1507,3.070429,3.07041,2.4448,2.6348,0.0575,0.3349,2.9823,0,0.5797,0.0098,11.59,1.834,63.222,0.0613,290.449,289.264,0,67.6668,-168.95536,32.6328,32.6333,25.8887,25.8888,0,AMBON,NA,NA,NA,NA,NA
1:42,2017,8,7,1,24,37,48,1,41,40.587,4.1502,4.15,3.070379,3.070389,2.4435,2.6328,0.059,0.3304,2.9519,0,0.5293,0.0098,10.59,1.875,62.578,0.065,290.345,288.629,0,67.66682,-168.95536,32.6328,32.6332,25.8888,25.8888,0,AMBON,NA,NA,NA,NA,NA
1:43,2017,8,7,1,24,37,48,1,42,41.577,4.1491,4.1488,3.070321,3.070332,2.441,2.6307,0.0612,0.3311,2.9093,0,0.4746,0.0098,9.49,1.933,61.673,0.0702,289.868,288.322,0,67.66682,-168.95536,32.6327,32.6332,25.8889,25.8889,0,AMBON,NA,NA,NA,NA,NA
1:44,2017,8,7,1,24,37,48,1,43,42.566,4.1485,4.1481,3.070312,3.070321,2.4384,2.6287,0.0619,0.3304,2.8763,0,0.4293,0.0098,8.59,1.979,60.973,0.072,289.36,288.164,0,67.66682,-168.95536,32.6328,32.6332,25.889,25.889,0,AMBON,NA,NA,NA,NA,NA
1:45,2017,8,7,1,24,37,48,1,44,43.556,4.1488,4.1476,3.070382,3.07032,2.4357,2.6268,0.0594,0.3287,2.8543,0,0.3821,0.0098,7.64,2.01,60.507,0.0661,288.802,287.705,0,67.66682,-168.95536,32.6327,32.6332,25.8889,25.889,0,AMBON,NA,NA,NA,NA,NA
1:46,2017,8,7,1,24,37,48,1,45,44.546,4.1475,4.147,3.070312,3.070306,2.4332,2.6239,0.0602,0.3274,2.7911,0,0.3254,0.0098,6.51,2.099,59.167,0.0681,288.641,287.293,0,67.66682,-168.95536,32.6327,32.6331,25.8891,25.8891,0,AMBON,NA,NA,NA,NA,NA
1:47,2017,8,7,1,24,37,48,1,46,45.536,4.1465,4.1459,3.070265,3.07026,2.4318,2.6211,0.0639,0.3269,2.7598,0,0.2773,0.0098,5.55,2.144,58.504,0.0772,288.872,286.804,0,67.66683,-168.95536,32.6326,32.6331,25.8891,25.8891,0,AMBON,NA,NA,NA,NA,NA
1:48,2017,8,7,1,24,37,48,1,47,46.526,4.1437,4.1432,3.070109,3.070105,2.4306,2.6195,0.063,0.3259,2.7528,0,0.2323,0.0098,4.65,2.155,58.356,0.075,288.774,287.063,0,67.66684,-168.95536,32.633,32.6335,25.8897,25.8897,0,AMBON,NA,NA,NA,NA,NA
1:49,2017,8,7,1,24,37,48,1,48,47.515,4.1426,4.1419,3.070056,3.070061,2.4279,2.6171,0.0591,0.3254,2.7124,0,0.1748,0.0098,3.5,2.214,57.498,0.0654,288.162,286.828,0,67.66684,-168.95536,32.633,32.6337,25.8898,25.89,0,AMBON,NA,NA,NA,NA,NA
1:50,2017,8,7,1,24,37,48,1,49,48.505,4.1417,4.1412,3.07003,3.070042,2.4229,2.61,0.0607,0.3268,2.6612,0,0.1146,0.0098,2.29,2.29,56.412,0.0695,287.557,285.904,0,67.66685,-168.95536,32.6331,32.6337,25.89,25.8901,0,AMBON,NA,NA,NA,NA,NA
1:51,2017,8,7,1,24,37,48,1,50,49.495,4.1382,4.1377,3.069725,3.069752,2.4075,2.5906,0.0635,0.3255,2.5282,0,0.0537,0.0098,1.07,2.494,53.593,0.0762,286.027,284.443,0,67.66696,-168.95535,32.6324,32.6333,25.8898,25.8901,0,AMBON,NA,NA,NA,NA,NA
1:52,2017,8,7,5,51,58,51,2,0,1.98,8.0272,8.0269,3.343549,3.343579,3.0149,3.2255,0.0828,0.1753,3.8619,0,2.4492,2.881,48.98,0.8,81.876,0.1249,342.463,336.653,68.406,67.78355,-168.60471,32.0062,32.0068,24.9198,24.92,1,AMBON,NA,NA,NA,NA,NA
1:53,2017,8,7,5,51,58,51,2,1,1.98,8.0272,8.0269,3.343549,3.343579,3.0149,3.2255,0.0828,0.1753,3.8619,0,2.4492,2.881,48.98,0.8,81.876,0.1249,342.463,336.653,68.406,67.78355,-168.60471,32.0062,32.0068,24.9198,24.92,1,AMBON,NA,NA,NA,NA,NA
1:54,2017,8,7,5,51,58,51,2,2,1.98,8.0272,8.0269,3.343549,3.343579,3.0149,3.2255,0.0828,0.1753,3.8619,0,2.4492,2.881,48.98,0.8,81.876,0.1249,342.463,336.653,68.406,67.78355,-168.60471,32.0062,32.0068,24.9198,24.92,0,AMBON,NA,NA,NA,NA,NA
1:55,2017,8,7,5,51,58,51,2,3,2.97,8.0292,8.0284,3.343601,3.343632,3.0133,3.2268,0.0822,0.1777,4.0184,0,2.4281,2.7778,48.56,0.641,85.194,0.1229,342.175,336.089,54.218,67.78358,-168.60464,32.0045,32.0056,24.9182,24.9188,0,AMBON,NA,NA,NA,NA,NA
1:56,2017,8,7,5,51,58,51,2,4,3.96,8.0298,8.0293,3.343754,3.34376,3.0124,3.2256,0.0816,0.178,4.0191,0,2.3733,2.6602,47.47,0.64,85.207,0.1215,341.832,336.386,41.28,67.78358,-168.60462,32.0052,32.0056,24.9187,24.9188,0,AMBON,NA,NA,NA,NA,NA
1:57,2017,8,7,5,51,58,51,2,5,4.95,8.0302,8.0294,3.343951,3.343953,3.0118,3.225,0.0817,0.1804,3.9968,0,2.3195,2.5702,46.39,0.663,84.736,0.1217,341.829,336.482,33.725,67.78359,-168.60462,32.0064,32.0072,24.9196,24.92,0,AMBON,NA,NA,NA,NA,NA
1:58,2017,8,7,5,51,58,51,2,6,5.94,7.6682,7.6726,3.326535,3.326726,3.0078,3.2181,0.0816,0.1829,4.0317,0,2.2724,2.4895,45.45,0.628,85.475,0.122,343.517,336.701,27.886,67.7836,-168.60462,32.1537,32.1517,25.0865,25.0837,0,AMBON,NA,NA,NA,NA,NA
1:59,2017,8,7,5,51,58,51,2,7,6.93,7.0143,7.0141,3.311762,3.311814,3.0242,3.2261,0.1264,0.1847,4.0264,0,2.2242,2.4006,44.48,0.633,85.364,0.2335,352.4,343.887,22.704,67.7836,-168.60462,32.6047,32.6055,25.5307,25.531,0,AMBON,NA,NA,NA,NA,NA
0.083333333,2017,8,7,5,51,58,51,2,8,7.92,6.8285,6.8324,3.304794,3.304991,3.2138,3.4129,0.1416,0.1888,3.9849,0,2.1694,2.3107,43.39,0.674,84.483,0.2713,405.988,418.205,18.454,67.7836,-168.60462,32.7043,32.7028,25.6338,25.6318,0,AMBON,NA,NA,NA,NA,NA
0.084027778,2017,8,7,5,51,58,51,2,9,8.91,6.6971,6.6957,3.294467,3.294322,3.3127,3.527,0.1191,0.278,4.0241,0,2.1251,2.1977,42.5,0.635,85.315,0.2151,410.292,419.019,14.202,67.7836,-168.60462,32.7157,32.7154,25.66,25.6596,0,AMBON,NA,NA,NA,NA,NA
0.084722222,2017,8,7,5,51,58,51,2,10,9.9,6.5075,6.5087,3.278442,3.278582,3.3281,3.5663,0.1138,0.2759,4.1161,0,2.0683,2.1021,41.37,0.545,87.265,0.202,400.331,403.046,11.367,67.7836,-168.6046,32.7198,32.7202,25.6878,25.6877,0,AMBON,NA,NA,NA,NA,NA
0.085416667,2017,8,7,5,51,58,51,2,11,10.89,6.3344,6.3402,3.264251,3.264623,3.31,3.5666,0.1079,0.2902,4.1936,0,2.0242,2.0271,40.48,0.47,88.908,0.1872,393.296,392.333,9.56,67.7836,-168.60458,32.7282,32.7267,25.7165,25.7142,0,AMBON,NA,NA,NA,NA,NA
0.086111111,2017,8,7,5,51,58,51,2,12,11.88,6.0996,6.0949,3.245042,3.244438,3.2895,3.5511,0.1014,0.3061,4.2318,0,1.9739,1.9472,39.48,0.434,89.718,0.1712,392.308,387.648,7.922,67.7836,-168.60458,32.7399,32.7376,25.755,25.7535,0,AMBON,NA,NA,NA,NA,NA
0.086805556,2017,8,7,5,51,58,51,2,13,12.87,5.8835,5.8838,3.226118,3.226114,3.2672,3.5433,0.0993,0.3011,4.2566,0,1.9312,1.8826,38.62,0.411,90.245,0.1656,390.271,391.777,6.822,67.7836,-168.60458,32.7362,32.7359,25.7786,25.778,0,AMBON,NA,NA,NA,NA,NA
0.0875,2017,8,7,5,51,58,51,2,14,13.86,5.8027,5.7947,3.21918,3.218486,3.2521,3.5244,0.0989,0.3001,4.2969,0,1.8713,1.8152,37.43,0.373,91.099,0.1647,390.857,387.018,5.821,67.7836,-168.60458,32.736,32.7359,25.7882,25.7887,0,AMBON,NA,NA,NA,NA,NA
0.088194444,2017,8,7,5,51,58,51,2,15,14.85,5.6216,5.6236,3.202563,3.202587,3.2369,3.5002,0.0989,0.2969,4.2989,0,1.8274,1.7555,36.55,0.371,91.142,0.1656,390.417,382.975,5.068,67.7836,-168.60457,32.7238,32.7221,25.8001,25.7982,0,AMBON,NA,NA,NA,NA,NA
0.088888889,2017,8,7,5,51,58,51,2,16,15.84,5.267,5.2582,3.171307,3.170062,3.2127,3.4744,0.1125,0.2948,4.278,0,1.7742,1.6846,35.48,0.391,90.699,0.1985,388.394,381.398,4.289,67.78361,-168.60456,32.7138,32.7082,25.8333,25.8296,0,AMBON,NA,NA,NA,NA,NA
0.089583333,2017,8,7,5,51,58,51,2,17,16.83,5.0318,5.0299,3.152313,3.152172,3.1638,3.4545,0.1424,0.2954,4.2523,0,1.7235,1.6208,34.47,0.415,90.153,0.2734,379.599,384.989,3.691,67.78362,-168.60456,32.7263,32.7266,25.8697,25.8698,0,AMBON,NA,NA,NA,NA,NA
0.090277778,2017,8,7,5,51,58,51,2,18,17.82,4.8665,4.8651,3.139625,3.139596,3.0612,3.3869,0.1555,0.2962,4.21,0,1.6744,1.5453,33.49,0.455,89.257,0.3049,355.002,360.808,3.088,67.78362,-168.60456,32.7423,32.7433,25.9006,25.9013,0,AMBON,NA,NA,NA,NA,NA
0.090972222,2017,8,7,5,51,58,51,2,19,18.809,4.7607,4.7597,3.131405,3.131356,2.8926,3.2407,0.1134,0.2977,4.1752,0,1.622,1.4558,32.44,0.488,88.519,0.2015,318.696,315.493,2.501,67.78362,-168.60456,32.7512,32.7516,25.9191,25.9193,0,AMBON,NA,NA,NA,NA,NA
0.091666667,2017,8,7,5,51,58,51,2,20,19.799,4.7276,4.7266,3.129186,3.129154,2.7215,3.0401,0.0839,0.2959,4.1469,0,1.5685,1.3712,31.37,0.515,87.918,0.1274,300.54,280.792,2.034,67.78363,-168.60456,32.7576,32.7583,25.9278,25.9282,0,AMBON,NA,NA,NA,NA,NA
0.092361111,2017,8,7,5,51,58,51,2,21,20.789,4.7168,4.7177,3.128523,3.128574,2.6732,2.9503,0.0785,0.2964,4.2062,0,1.5224,1.2975,30.45,0.458,89.175,0.1138,305.49,286.147,1.708,67.78364,-168.60456,32.7602,32.7599,25.931,25.9304,0,AMBON,NA,NA,NA,NA,NA
0.093055556,2017,8,7,5,51,58,51,2,22,21.779,4.6528,4.6534,3.123553,3.123627,2.6338,2.8677,0.0759,0.2944,4.2228,0,1.4671,1.2339,29.34,0.443,89.528,0.1067,308.931,295.205,1.458,67.78364,-168.60456,32.7653,32.7656,25.9419,25.9418,0,AMBON,NA,NA,NA,NA,NA
0.09375,2017,8,7,5,51,58,51,2,23,22.769,4.6216,4.6203,3.121433,3.121313,2.6167,2.8386,0.0595,0.3033,4.2447,0,1.4203,1.1692,28.41,0.422,89.992,0.0667,308.137,300.8,1.246,67.78364,-168.60456,32.771,32.7709,25.9498,25.9496,0,AMBON,NA,NA,NA,NA,NA
0.094444444,2017,8,7,5,51,58,51,2,24,23.759,4.586,4.5853,3.118684,3.118652,2.6058,2.8131,0.0596,0.3046,4.3142,0,1.3693,1.1138,27.39,0.357,91.466,0.0662,308.904,302.132,1.085,67.78364,-168.60456,32.7739,32.7742,25.9559,25.9558,0,AMBON,NA,NA,NA,NA,NA
0.095138889,2017,8,7,5,51,58,51,2,25,24.749,4.5695,4.5686,3.117389,3.11734,2.603,2.8009,0.0609,0.3021,4.3265,0,1.3209,1.0603,26.42,0.345,91.728,0.0698,309.917,304.29,0.947,67.78364,-168.60457,32.7747,32.775,25.9582,25.9583,0,AMBON,NA,NA,NA,NA,NA
0.095833333,2017,8,7,5,51,58,51,2,26,25.739,4.5202,4.5226,3.11325,3.11357,2.6018,2.7957,0.0703,0.3003,4.3288,0,1.271,1.0043,25.42,0.343,91.776,0.0933,310.325,305.586,0.823,67.78364,-168.60458,32.7749,32.7762,25.9636,25.9641,0,AMBON,NA,NA,NA,NA,NA
0.096527778,2017,8,7,5,51,58,51,2,27,26.728,4.4501,4.4534,3.107071,3.107356,2.5947,2.7899,0.0664,0.2988,4.3415,0,1.2144,0.9422,24.29,0.332,92.044,0.0835,308.986,306.475,0.699,67.78364,-168.60458,32.7718,32.7719,25.9685,25.9679,0,AMBON,NA,NA,NA,NA,NA
0.097222222,2017,8,7,5,51,58,51,2,28,27.719,4.3707,4.3702,3.100128,3.10016,2.5815,2.7836,0.0532,0.297,4.3545,0,1.1698,0.8902,23.4,0.32,92.32,0.0507,306.297,305.299,0.611,67.78364,-168.60458,32.7692,32.77,25.9747,25.9751,0,AMBON,NA,NA,NA,NA,NA
0.097916667,2017,8,7,5,51,58,51,2,29,28.708,4.225,4.2256,3.087136,3.087208,2.5558,2.7651,0.0513,0.298,4.3695,0,1.1175,0.8448,22.35,0.306,92.638,0.0457,301.687,300.269,0.541,67.78364,-168.6046,32.7615,32.7617,25.9835,25.9833,0,AMBON,NA,NA,NA,NA,NA
