,Year,Month,Day,Hour,Minute,Second,Bottom.depth..m.,Consecutive.Station.number,prDM..Pressure..Digiquartz..db.,depSM..Depth..salt.water..m.,t090C..Temperature..ITS.90..deg.C..,t190C..Temperature..2..ITS.90..deg.C..,c0S.m..Conductivity..S.m.,c1S.m..Conductivity..2..S.m..,v0..Voltage.0,v1..Voltage.1,v2..Voltage.2,v3..Voltage.3,v4..Voltage.4,v5..Voltage.5,v6..Voltage.6,v7..Voltage70,altM..Altimeter..m.,CStarAt0..Beam.Attenuation..WET.Labs.C.Star..1.m.,CStarTr0..Beam.Transmission..WET.Labs.C.Star,flECO.AFL..Fluorescence..WET.Labs.ECO.AFL.FL..mg.m.3.,sbox0Mm.Kg..Oxygen..SBE.43..umol.kg.,sbox1Mm.Kg..Oxygen..SBE.43..2..umol.kg..,par..PAR.Irradiance..Biospherical.Licor,latitude..Latitude..deg.,longitude..Longitude..deg.,sal00..Salinity..Practical..PSU.,sal11..Salinity..Practical..2..PSU.,sigma.t00..Density..sigma.t..kg.m.3.,sigma.t11..Density..2..sigma.t..kg.m.3..,flag..flag,project,C0mS.cm,C1mS.cm,HLY1702.CTD.Station,Cast,Bottle
1.009027778,2017,8,13,12,14,6,45,32,36,35.629,0.1181,0.1183,2.697039,2.697231,2.2072,2.3897,0.0439,0.0935,2.5447,0,0.4193,0.0098,8.39,2.469,53.941,0.0272,284.566,282.499,0,71.71938,-161.77388,32.1197,32.1221,25.7761,25.7779,0,AMBON,NA,NA,NA,NA,NA
1.009722222,2017,8,13,12,14,6,45,32,37,36.618,0.1156,0.1154,2.696914,2.697064,2.2041,2.3837,0.0437,0.1067,2.5139,0,0.3501,0.0098,7,2.518,53.288,0.0266,284.669,282.93,0,71.71938,-161.77387,32.1202,32.1223,25.7766,25.7783,0,AMBON,NA,NA,NA,NA,NA
1.010416667,2017,8,13,12,14,6,45,32,38,37.608,0.1158,0.1151,2.69704,2.697127,2.199,2.3736,0.0426,0.1468,2.4651,0,0.3024,0.0098,6.05,2.596,52.254,0.0239,284.337,283.827,0,71.71936,-161.77384,32.121,32.1229,25.7772,25.7788,0,AMBON,NA,NA,NA,NA,NA
1.011111111,2017,8,13,12,14,6,45,32,39,38.598,0.1157,0.1152,2.697082,2.697208,2.1978,2.3728,0.0426,0.1179,2.4458,0,0.2678,0.0098,5.35,2.628,51.843,0.0239,284.16,284.272,0,71.71936,-161.77384,32.1211,32.1233,25.7773,25.7791,0,AMBON,NA,NA,NA,NA,NA
1.011805556,2017,8,13,12,14,6,45,32,40,39.587,0.1162,0.1156,2.697159,2.697286,2.1963,2.372,0.0431,0.0928,2.4359,0,0.2098,0.0098,4.19,2.644,51.634,0.0252,283.888,284.639,0,71.71936,-161.77383,32.121,32.1233,25.7772,25.779,0,AMBON,NA,NA,NA,NA,NA
1.0125,2017,8,13,12,14,6,45,32,41,40.577,0.1176,0.1168,2.697283,2.697408,2.1949,2.3691,0.0429,0.0934,2.3972,0,0.1386,0.0098,2.77,2.708,50.815,0.0249,284.315,284.242,0,71.71936,-161.77382,32.1206,32.1231,25.7768,25.7788,0,AMBON,NA,NA,NA,NA,NA
1.013194444,2017,8,13,12,14,6,45,32,42,41.566,0.1225,0.1221,2.697736,2.697887,2.1929,2.3643,0.0433,0.1386,2.575,0,0.0749,0.0098,1.5,2.422,54.584,0.0259,284.056,283.957,0,71.71935,-161.77376,32.1208,32.1232,25.7768,25.7786,0,AMBON,NA,NA,NA,NA,NA
1.013888889,2017,8,13,12,14,6,45,32,43,42.556,0.1256,0.1253,2.697832,2.698044,2.189,2.3576,0.0436,0.1403,2.5582,0,0.0292,0.0098,0.58,2.448,54.229,0.0266,283.351,283.832,0,71.71931,-161.77366,32.1182,32.1213,25.7745,25.777,0,AMBON,NA,NA,NA,NA,NA
1.014583333,2017,8,13,16,16,22,43,33,0,2.969,4.1063,4.1057,2.872741,2.872952,2.6438,2.86,0.0466,0,4.4629,0,2.0064,3.1114,40.13,0.221,94.618,0.0339,324.949,325.318,116.65,71.85056,-162.15854,30.3795,30.3826,24.1028,24.1052,1,AMBON,NA,NA,NA,NA,NA
1.015277778,2017,8,13,16,16,22,43,33,1,2.969,4.1063,4.1057,2.872741,2.872952,2.6438,2.86,0.0466,0,4.4629,0,2.0064,3.1114,40.13,0.221,94.618,0.0339,324.949,325.318,116.65,71.85056,-162.15854,30.3795,30.3826,24.1028,24.1052,1,AMBON,NA,NA,NA,NA,NA
1.015972222,2017,8,13,16,16,22,43,33,2,2.969,4.1063,4.1057,2.872741,2.872952,2.6438,2.86,0.0466,0,4.4629,0,2.0064,3.1114,40.13,0.221,94.618,0.0339,324.949,325.318,116.65,71.85056,-162.15854,30.3795,30.3826,24.1028,24.1052,1,AMBON,NA,NA,NA,NA,NA
1.016666667,2017,8,13,16,16,22,43,33,3,2.969,4.1063,4.1057,2.872741,2.872952,2.6438,2.86,0.0466,0,4.4629,0,2.0064,3.1114,40.13,0.221,94.618,0.0339,324.949,325.318,116.65,71.85056,-162.15854,30.3795,30.3826,24.1028,24.1052,0,AMBON,NA,NA,NA,NA,NA
1.017361111,2017,8,13,16,16,22,43,33,4,3.959,4.1058,4.1049,2.872717,2.872919,2.645,2.8613,0.0474,0,4.4588,0,1.9818,3.0194,39.63,0.225,94.532,0.036,325.573,325.539,94.919,71.85054,-162.1586,30.3792,30.3824,24.1026,24.1051,0,AMBON,NA,NA,NA,NA,NA
1.018055556,2017,8,13,16,16,22,43,33,5,4.949,4.1038,4.103,2.87262,2.872817,2.6443,2.8629,0.0473,0.0968,4.454,0,1.934,2.9098,38.68,0.229,94.43,0.0357,325.183,325.864,73.951,71.85054,-162.15865,30.3795,30.3825,24.103,24.1054,0,AMBON,NA,NA,NA,NA,NA
1.01875,2017,8,13,16,16,22,43,33,6,5.939,4.1035,4.1029,2.872645,2.872834,2.6445,2.8621,0.0476,0.1929,4.4583,0,1.8903,2.849,37.81,0.225,94.522,0.0363,325.598,325.664,63.855,71.85054,-162.15871,30.3795,30.3823,24.1031,24.1052,0,AMBON,NA,NA,NA,NA,NA
1.019444444,2017,8,13,16,16,22,43,33,7,6.928,4.1036,4.103,2.87267,2.872874,2.6447,2.8625,0.0476,0.1906,4.459,0,1.8658,2.791,37.32,0.225,94.536,0.0365,325.654,325.65,55.921,71.85054,-162.15872,30.3793,30.3822,24.1029,24.1052,0,AMBON,NA,NA,NA,NA,NA
1.020138889,2017,8,13,16,16,22,43,33,8,7.918,4.1038,4.1032,2.872711,2.872916,2.6414,2.8624,0.0476,0.1864,4.4606,0,1.7655,2.7639,35.31,0.223,94.572,0.0365,324.441,325.305,52.448,71.85054,-162.1587,30.3791,30.382,24.1027,24.105,0,AMBON,NA,NA,NA,NA,NA
1.020833333,2017,8,13,16,16,22,43,33,9,8.908,4.1045,4.1039,2.872822,2.873023,2.6411,2.862,0.0476,0.185,4.4617,0,1.7322,2.7251,34.64,0.222,94.593,0.0364,324.916,325.042,48.018,71.85052,-162.15873,30.3793,30.3821,24.1028,24.105,0,AMBON,NA,NA,NA,NA,NA
1.021527778,2017,8,13,16,16,22,43,33,10,9.898,4.1075,4.1057,2.873144,2.873256,2.6421,2.8609,0.0472,0.1834,4.4626,0,1.6857,2.6599,33.71,0.222,94.614,0.0354,325.41,325.142,41.285,71.85052,-162.15874,30.3797,30.3827,24.1029,24.1052,0,AMBON,NA,NA,NA,NA,NA
1.022222222,2017,8,13,16,16,22,43,33,11,10.887,4.1075,4.1069,2.873133,2.873352,2.6432,2.8572,0.0472,0.148,4.4338,0,1.6155,2.6331,32.31,0.247,94.003,0.0354,325.587,323.847,38.79,71.85052,-162.15875,30.3791,30.3822,24.1024,24.1048,0,AMBON,NA,NA,NA,NA,NA
1.022916667,2017,8,13,16,16,22,43,33,12,11.877,4.1079,4.1074,2.873182,2.873398,2.6432,2.8571,0.0464,0.0939,4.4392,0,1.5818,2.6013,31.64,0.243,94.117,0.0338,325.496,324.856,36.051,71.85051,-162.15877,30.3788,30.3818,24.1021,24.1044,0,AMBON,NA,NA,NA,NA,NA
1.023611111,2017,8,13,16,16,22,43,33,13,12.867,4.1129,4.1113,2.873807,2.873919,2.6421,2.8579,0.0464,0.0909,4.3985,0,1.5498,2.5555,31,0.279,93.255,0.0335,325.015,325.172,32.443,71.8505,-162.15878,30.381,30.3837,24.1034,24.1056,0,AMBON,NA,NA,NA,NA,NA
1.024305556,2017,8,13,16,16,22,43,33,14,13.856,4.1113,4.1102,2.873608,2.873715,2.6436,2.8594,0.047,0.0885,4.4393,0,1.4849,2.5126,29.7,0.243,94.119,0.0348,325.729,325.223,29.37,71.8505,-162.15881,30.3796,30.3819,24.1025,24.1042,0,AMBON,NA,NA,NA,NA,NA
1.025,2017,8,13,16,16,22,43,33,15,14.846,4.1087,4.1082,2.87342,2.87367,2.6436,2.8599,0.0471,0.0923,4.4596,0,1.4503,2.4742,29.01,0.224,94.55,0.0353,325.675,325.172,26.881,71.8505,-162.15883,30.3794,30.3827,24.1025,24.1051,0,AMBON,NA,NA,NA,NA,NA
1.025694444,2017,8,13,16,16,22,43,33,16,15.836,4.1114,4.1104,2.873802,2.873898,2.6436,2.8608,0.0464,0.0926,4.459,0,1.4208,2.4363,28.42,0.225,94.536,0.0335,325.404,325.948,24.628,71.8505,-162.15884,30.3808,30.3829,24.1034,24.105,0,AMBON,NA,NA,NA,NA,NA
1.026388889,2017,8,13,16,16,22,43,33,17,16.826,4.1738,4.1691,2.882949,2.882794,2.646,2.8619,0.046,0.0952,4.4639,0,1.3423,2.4012,26.85,0.22,94.642,0.0324,325.786,325.354,22.701,71.85049,-162.15888,30.4291,30.4317,24.1359,24.1382,0,AMBON,NA,NA,NA,NA,NA
1.027083333,2017,8,13,16,16,22,43,33,18,17.815,4.2166,4.2148,2.890757,2.890893,2.6507,2.8646,0.0464,0.103,4.4606,0,1.2923,2.3652,25.85,0.223,94.57,0.0335,326.748,325.873,20.899,71.85048,-162.15891,30.4799,30.4831,24.1722,24.1747,0,AMBON,NA,NA,NA,NA,NA
1.027777778,2017,8,13,16,16,22,43,33,19,18.805,4.3218,4.3153,2.925532,2.924159,2.6518,2.8676,0.0473,0.0994,4.4628,0,1.2595,2.3156,25.19,0.221,94.615,0.0358,325.303,326.128,18.642,71.85048,-162.15892,30.7856,30.7757,24.4047,24.3973,0,AMBON,NA,NA,NA,NA,NA
1.028472222,2017,8,13,16,16,22,43,33,20,19.794,4.3591,4.358,2.944291,2.944613,2.6607,2.8787,0.0494,0.0953,4.4615,0,1.166,2.2774,23.32,0.223,94.589,0.0408,326.422,328.42,17.039,71.85048,-162.15893,30.9681,30.9729,24.5459,24.5496,0,AMBON,NA,NA,NA,NA,NA
1.029166667,2017,8,13,16,16,22,43,33,21,20.784,4.4812,4.4812,2.969707,2.96992,2.6767,2.8917,0.0468,0.0973,4.4772,0,1.1177,2.2389,22.35,0.208,94.922,0.0346,328.969,329.616,15.606,71.85047,-162.15894,31.1474,31.1499,24.6761,24.6778,0,AMBON,NA,NA,NA,NA,NA
1.029861111,2017,8,13,16,16,22,43,33,22,21.774,4.0875,4.1201,2.937644,2.939517,2.6835,2.8997,0.0464,0.1013,4.5033,0,1.071,2.2059,21.42,0.185,95.476,0.0334,331.49,331.934,14.447,71.85047,-162.15896,31.1458,31.1368,24.7134,24.7025,0,AMBON,NA,NA,NA,NA,NA
1.030555556,2017,8,13,16,16,22,43,33,23,22.763,2.9817,3.0756,2.845774,2.853046,2.6765,2.8944,0.0464,0.102,4.4995,0,1.0408,2.1655,20.81,0.189,95.394,0.0335,338.729,337.276,13.161,71.85048,-162.15898,31.1128,31.1098,24.7849,24.7737,0,AMBON,NA,NA,NA,NA,NA
1.03125,2017,8,13,16,16,22,43,33,24,23.753,1.3384,1.4636,2.736042,2.743067,2.6589,2.9003,0.048,0.0977,4.4982,0,0.9897,2.1206,19.79,0.19,95.367,0.0375,348.04,358.097,11.862,71.85047,-162.15899,31.3771,31.3404,25.1132,25.0743,0,AMBON,NA,NA,NA,NA,NA
1.031944444,2017,8,13,16,16,22,43,33,25,24.743,0.8121,0.8235,2.70378,2.707263,2.7185,3.0283,0.0552,0.0928,4.4824,0,0.9204,2.0889,18.41,0.204,95.032,0.0553,392.989,439.485,11.017,71.85046,-162.15902,31.497,31.53,25.2397,25.2657,0,AMBON,NA,NA,NA,NA,NA
1.032638889,2017,8,13,16,16,22,43,33,26,25.733,0.5103,0.5476,2.686234,2.688889,2.7405,3.0169,0.0571,0.0947,4.4644,0,0.8937,2.0375,17.88,0.22,94.652,0.0603,396.297,399.037,9.779,71.85046,-162.15904,31.5782,31.5744,25.3208,25.3157,0,AMBON,NA,NA,NA,NA,NA
1.033333333,2017,8,13,16,16,22,43,33,27,26.722,0.2558,0.2988,2.670943,2.674191,2.7662,3.0151,0.0609,0.0962,4.4423,0,0.8184,1.9874,16.37,0.24,94.182,0.07,391.409,383.692,8.703,71.85045,-162.15905,31.6405,31.6385,25.3833,25.3795,0,AMBON,NA,NA,NA,NA,NA
1.034027778,2017,8,13,16,16,22,43,33,28,27.712,-0.0309,-0.0161,2.652627,2.653896,2.7924,3.0237,0.0659,0.1166,4.426,0,0.7573,1.9462,15.15,0.255,93.836,0.0823,395.249,396.648,7.907,71.85044,-162.15907,31.6966,31.698,25.4414,25.4419,0,AMBON,NA,NA,NA,NA,NA
1.034722222,2017,8,13,16,16,22,43,33,29,28.701,-0.151,-0.1494,2.650699,2.650737,2.7867,3.0187,0.1051,0.1028,4.3296,0,0.707,1.8912,14.14,0.345,91.793,0.182,388.805,387.962,6.966,71.85044,-162.15909,31.7956,31.7945,25.5264,25.5254,0,AMBON,NA,NA,NA,NA,NA
1.035416667,2017,8,13,16,16,22,43,33,30,29.691,-0.1697,-0.1649,2.655751,2.656158,2.754,3.0084,0.2765,0.0962,3.9941,0,0.632,1.8438,12.64,0.664,84.678,0.5973,374.444,384.411,6.225,71.85044,-162.15912,31.8813,31.8816,25.5964,25.5964,0,AMBON,NA,NA,NA,NA,NA
1.036111111,2017,8,13,16,16,22,43,33,31,30.68,-0.2036,-0.2034,2.653973,2.654143,2.7096,2.9754,0.1638,0.1119,3.7698,0,0.6008,1.7744,12.02,0.901,79.922,0.3391,355.925,361.076,5.302,71.85044,-162.15912,31.8927,31.8947,25.607,25.6085,0,AMBON,NA,NA,NA,NA,NA
1.036805556,2017,8,13,16,16,22,43,33,32,31.67,-0.206,-0.2064,2.654052,2.654187,2.6258,2.9053,0.0953,0.1101,3.0706,0,0.5324,1.6529,10.65,1.75,65.095,0.1569,332.84,330.905,3.995,71.85044,-162.15914,31.8957,31.8979,25.6095,25.6113,0,AMBON,NA,NA,NA,NA,NA
1.0375,2017,8,13,16,16,22,43,33,33,32.66,-0.207,-0.2072,2.654275,2.65441,2.51,2.7853,0.0855,0.1034,2.5676,0,0.4594,1.4832,9.19,2.444,54.428,0.1314,315.028,303.757,2.716,71.85044,-162.15917,31.8991,31.9011,25.6123,25.6139,0,AMBON,NA,NA,NA,NA,NA
1.038194444,2017,8,13,16,16,22,43,33,34,33.649,-0.207,-0.2072,2.654558,2.65467,2.4336,2.6835,0.0901,0.1521,2.3578,0,0.4051,1.2689,8.1,2.774,49.98,0.1424,314.683,301.352,1.585,71.85044,-162.1592,31.9022,31.904,25.6148,25.6162,0,AMBON,NA,NA,NA,NA,NA
1.038888889,2017,8,13,16,16,22,43,33,35,34.639,-0.2069,-0.207,2.654745,2.654868,2.4118,2.6411,0.0863,0.1137,2.3336,0,0.3551,1.038,7.1,2.816,49.466,0.1331,317.168,308.431,0.924,71.85042,-162.15921,31.904,31.9058,25.6162,25.6177,0,AMBON,NA,NA,NA,NA,NA
1.039583333,2017,8,13,16,16,22,43,33,36,35.629,-0.2061,-0.2064,2.655033,2.655157,2.3914,2.598,0.0881,0.1541,2.364,0,0.3043,0.8265,6.09,2.764,50.111,0.1376,319.547,317.375,0.516,71.85042,-162.15926,31.9065,31.9084,25.6182,25.6197,0,AMBON,NA,NA,NA,NA,NA
1.040277778,2017,8,13,16,16,22,43,33,37,36.618,-0.2067,-0.2072,2.655014,2.655123,2.3887,2.592,0.082,0.1181,2.3297,0,0.2561,0.6194,5.12,2.822,49.383,0.1236,319.3,317.971,0.294,71.85042,-162.15927,31.9062,31.9082,25.618,25.6196,0,AMBON,NA,NA,NA,NA,NA
1.040972222,2017,8,13,16,16,22,43,33,38,37.608,-0.2077,-0.2078,2.654938,2.655084,2.3836,2.58,0.0839,0.1167,2.2977,0,0.1934,0.4275,3.87,2.878,48.704,0.1277,319.062,319.363,0.153,71.85042,-162.15931,31.9057,31.9077,25.6177,25.6193,0,AMBON,NA,NA,NA,NA,NA
1.041666667,2017,8,13,16,16,22,43,33,39,38.598,-0.2089,-0.2095,2.654694,2.654815,2.3778,2.5685,0.0944,0.1553,1.9257,0,0.1393,0.1768,2.79,3.582,40.815,0.154,318.987,319.82,0.035,71.85038,-162.1595,31.9031,31.9054,25.6156,25.6175,0,AMBON,NA,NA,NA,NA,NA
1.042361111,2017,8,13,19,27,35,33,34,0,1.979,3.8581,3.8577,2.833347,2.83352,2.6399,2.8659,0.0365,0.1091,4.3548,0,1.5374,3.5958,30.75,0.319,92.326,0.009,327.45,328.602,355.99,71.98072,-162.54225,30.1486,30.1511,23.9421,23.944,1,AMBON,NA,NA,NA,NA,NA
1.043055556,2017,8,13,19,27,35,33,34,1,1.979,3.8581,3.8577,2.833347,2.83352,2.6399,2.8659,0.0365,0.1091,4.3548,0,1.5374,3.5958,30.75,0.319,92.326,0.009,327.45,328.602,355.99,71.98072,-162.54225,30.1486,30.1511,23.9421,23.944,1,AMBON,NA,NA,NA,NA,NA
1.04375,2017,8,13,19,27,35,33,34,2,1.979,3.8581,3.8577,2.833347,2.83352,2.6399,2.8659,0.0365,0.1091,4.3548,0,1.5374,3.5958,30.75,0.319,92.326,0.009,327.45,328.602,355.99,71.98072,-162.54225,30.1486,30.1511,23.9421,23.944,0,AMBON,NA,NA,NA,NA,NA
1.044444444,2017,8,13,19,27,35,33,34,3,2.969,3.8587,3.8584,2.833422,2.833616,2.6427,2.865,0.0367,0.1079,4.4093,0,1.5298,3.5496,30.59,0.27,93.483,0.0094,328.41,327.879,321.19,71.98072,-162.54228,30.1485,30.151,23.9419,23.9438,0,AMBON,NA,NA,NA,NA,NA
1.045138889,2017,8,13,19,27,35,33,34,4,3.959,3.8592,3.8583,2.833531,2.833675,2.6432,2.8668,0.0371,0.1024,4.4601,0,1.4732,3.4392,29.46,0.224,94.561,0.0103,328.132,328.16,249.84,71.98072,-162.5424,30.1489,30.1513,23.9422,23.9441,0,AMBON,NA,NA,NA,NA,NA
1.045833333,2017,8,13,19,27,35,33,34,5,4.949,3.8574,3.8572,2.833383,2.83365,2.6445,2.8647,0.0382,0.1018,4.4557,0,1.4102,3.4041,28.2,0.228,94.466,0.0128,328.296,327.711,229.67,71.98072,-162.54242,30.1482,30.1516,23.9418,23.9444,0,AMBON,NA,NA,NA,NA,NA
1.046527778,2017,8,13,19,27,35,33,34,6,5.939,3.8567,3.8565,2.833505,2.833712,2.6442,2.8655,0.0381,0.1014,4.457,0,1.3704,3.3282,27.41,0.227,94.494,0.0128,327.965,328.763,192.96,71.98072,-162.54242,30.1499,30.1524,23.9433,23.9452,0,AMBON,NA,NA,NA,NA,NA
1.047222222,2017,8,13,19,27,35,33,34,7,6.928,3.8575,3.8572,2.833644,2.833792,2.6442,2.8699,0.0393,0.0984,4.4658,0,1.3075,3.3274,26.15,0.219,94.681,0.0157,328.155,330.292,192.84,71.98072,-162.54246,30.1502,30.1523,23.9434,23.945,0,AMBON,NA,NA,NA,NA,NA
1.047916667,2017,8,13,19,27,35,33,34,8,7.918,3.8579,3.8578,2.833739,2.83389,2.6439,2.8703,0.0392,0.1,4.4631,0,1.264,3.3149,25.28,0.221,94.623,0.0155,328.043,329.66,187.03,71.98072,-162.54248,30.1505,30.1524,23.9436,23.945,0,AMBON,NA,NA,NA,NA,NA
1.048611111,2017,8,13,19,27,35,33,34,9,8.907,3.8592,3.8588,2.83413,2.834282,2.6443,2.8694,0.0395,0.1005,4.467,0,1.2153,3.3381,24.31,0.217,94.707,0.0162,328.2,328.699,197.35,71.98072,-162.5425,30.1534,30.1555,23.9458,23.9474,0,AMBON,NA,NA,NA,NA,NA
1.049305556,2017,8,13,19,27,35,33,34,10,9.897,3.8603,3.8603,2.834432,2.834596,2.6444,2.8687,0.0401,0.101,4.4626,0,1.1632,3.3493,23.26,0.222,94.612,0.0176,328.222,328.816,202.64,71.98072,-162.54251,30.1554,30.1574,23.9473,23.9488,0,AMBON,NA,NA,NA,NA,NA
1.05,2017,8,13,19,27,35,33,34,11,10.887,3.8643,3.863,2.835265,2.835296,2.6437,2.8697,0.0396,0.0883,4.46,0,1.1075,3.4228,22.15,0.224,94.557,0.0164,327.976,329.56,239.77,71.98072,-162.54253,30.1611,30.1626,23.9515,23.9527,0,AMBON,NA,NA,NA,NA,NA
1.050694444,2017,8,13,19,27,35,33,34,12,11.877,3.9491,3.9344,2.852346,2.850065,2.6455,2.8713,0.0408,0.0802,4.4663,0,1.0619,3.3216,21.24,0.218,94.691,0.0195,327.706,329.187,190.01,71.98072,-162.54255,30.2822,30.2691,24.0401,24.0309,0,AMBON,NA,NA,NA,NA,NA
1.051388889,2017,8,13,19,27,35,33,34,13,12.866,4.0874,4.0833,2.879345,2.878967,2.6525,2.8767,0.042,0.0429,4.4654,0,1.0094,3.3213,20.19,0.219,94.672,0.0224,328.084,329.352,189.68,71.98072,-162.54256,30.4692,30.4686,24.1759,24.1756,0,AMBON,NA,NA,NA,NA,NA
1.052083333,2017,8,13,19,27,35,33,34,14,13.856,4.0959,4.0961,2.883534,2.883428,2.6633,2.8858,0.0429,0.0276,4.4753,0,0.954,3.2552,19.08,0.21,94.882,0.0248,329.579,330.339,163.88,71.98074,-162.54256,30.5097,30.5083,24.2072,24.206,0,AMBON,NA,NA,NA,NA,NA
1.052777778,2017,8,13,19,27,35,33,34,15,14.846,4.0954,4.0952,2.886542,2.886696,2.6662,2.8887,0.0437,0.0306,4.4704,0,0.9226,3.1922,18.45,0.214,94.778,0.0266,330.095,331.047,140.78,71.98072,-162.54256,30.5449,30.5468,24.2352,24.2366,0,AMBON,NA,NA,NA,NA,NA
1.053472222,2017,8,13,19,27,35,33,34,16,15.835,4.098,4.0963,2.887636,2.887607,2.674,2.8976,0.0437,0.0293,4.4584,0,0.8666,3.0798,17.33,0.225,94.523,0.0272,330.724,332.047,109.4,71.98073,-162.54259,30.5547,30.556,24.2428,24.2438,0,AMBON,NA,NA,NA,NA,NA
1.054166667,2017,8,13,19,27,35,33,34,17,16.825,4.1081,4.1078,2.889604,2.889761,2.6756,2.9017,0.0464,0.0302,4.4551,0,0.8273,2.9896,16.55,0.228,94.453,0.0331,330.076,332.359,88.337,71.98073,-162.54259,30.5678,30.5699,24.2522,24.2537,0,AMBON,NA,NA,NA,NA,NA
1.054861111,2017,8,13,19,27,35,33,34,18,17.815,4.1007,4.0995,2.889441,2.889218,2.6773,2.9026,0.0464,0.0304,4.4597,0,0.7563,2.9264,15.13,0.224,94.552,0.0335,330.506,331.621,76.354,71.98072,-162.5426,30.5723,30.5708,24.2565,24.2553,0,AMBON,NA,NA,NA,NA,NA
1.055555556,2017,8,13,19,27,35,33,34,19,18.805,3.9429,3.9667,2.878049,2.879715,2.6779,2.9043,0.0471,0.0294,4.4663,0,0.7082,2.8778,14.16,0.218,94.692,0.0353,331.726,333.12,68.227,71.98072,-162.54261,30.5858,30.583,24.2819,24.2772,0,AMBON,NA,NA,NA,NA,NA
1.05625,2017,8,13,19,27,35,33,34,20,19.794,2.7864,2.8577,2.813136,2.815279,2.6681,2.8978,0.0501,0.0298,4.4692,0,0.662,2.8416,13.24,0.216,94.753,0.0428,337.808,339.542,62.804,71.98073,-162.5426,30.9123,30.8691,24.6405,24.5972,0,AMBON,NA,NA,NA,NA,NA
1.056944444,2017,8,13,19,27,35,33,34,21,20.784,1.4184,1.5267,2.729575,2.732692,2.741,2.9775,0.0509,0.0264,4.4619,0,0.6056,2.8026,12.11,0.222,94.598,0.045,386.64,391.812,57.372,71.98072,-162.54262,31.2166,31.1483,24.9796,24.916,0,AMBON,NA,NA,NA,NA,NA
1.057638889,2017,8,13,19,27,35,33,34,22,21.773,0.6508,0.6806,2.685878,2.687445,2.7351,2.967,0.0533,0.0123,4.4572,0,0.5629,2.7523,11.26,0.226,94.497,0.0514,376.027,372.114,51.133,71.98072,-162.54263,31.4326,31.4227,25.1964,25.1862,0,AMBON,NA,NA,NA,NA,NA
1.058333333,2017,8,13,19,27,35,33,34,23,22.763,0.2551,0.3509,2.662633,2.667403,2.8197,3.0736,0.0588,0.0024,4.4447,0,0.509,2.7027,10.18,0.238,94.233,0.0656,413.077,428.208,45.584,71.98074,-162.54262,31.5353,31.4992,25.2985,25.2647,0,AMBON,NA,NA,NA,NA,NA
1.059027778,2017,8,13,19,27,35,33,34,24,23.753,0.2109,0.2023,2.667136,2.666911,2.8288,3.0696,0.0888,0.0302,4.2758,0,0.457,2.6565,9.14,0.394,90.651,0.1387,391.299,389.661,40.943,71.98072,-162.54266,31.6388,31.6447,25.384,25.3892,0,AMBON,NA,NA,NA,NA,NA
1.059722222,2017,8,13,19,27,35,33,34,25,24.742,0.2187,0.2167,2.667815,2.667815,2.8178,3.0599,0.0926,0.0527,4.0348,0,0.4187,2.5993,8.37,0.626,85.542,0.1481,380.005,370.888,35.927,71.98072,-162.54266,31.6391,31.6412,25.3839,25.3857,0,AMBON,NA,NA,NA,NA,NA
1.060416667,2017,8,13,19,27,35,33,34,26,25.732,0.2267,0.2274,2.66913,2.669185,2.7692,3.0133,0.0905,0.0445,3.7193,0,0.37,2.4902,7.4,0.952,78.85,0.1339,375.144,366.255,27.924,71.98072,-162.54269,31.6475,31.6474,25.3903,25.3902,0,AMBON,NA,NA,NA,NA,NA
1.061111111,2017,8,13,19,27,35,33,34,27,26.722,0.2277,0.2272,2.669479,2.669463,2.7365,2.9708,0.0644,0.0225,3.4664,0,0.3132,2.3423,6.26,1.236,73.487,0.0826,371.337,364.421,20.002,71.98072,-162.54272,31.6504,31.6508,25.3926,25.3929,0,AMBON,NA,NA,NA,NA,NA
1.061805556,2017,8,13,19,27,35,33,34,28,27.712,0.2285,0.2282,2.669795,2.669866,2.7051,2.9327,0.0638,0.0173,3.2801,0,0.2447,2.2108,4.89,1.454,69.537,0.0771,368.379,367.518,14.748,71.98072,-162.54275,31.6531,31.6543,25.3947,25.3957,0,AMBON,NA,NA,NA,NA,NA
1.0625,2017,8,13,19,27,35,33,34,29,28.701,0.2288,0.229,2.669903,2.670019,2.695,2.923,0.0587,0.0878,3.2485,0,0.187,2.0832,3.74,1.492,68.867,0.0642,367.269,368.915,10.882,71.9807,-162.54276,31.6536,31.655,25.3951,25.3962,0,AMBON,NA,NA,NA,NA,NA
1.063194444,2017,8,13,19,27,35,33,34,30,29.69,0.2294,0.2289,2.670012,2.670085,2.6941,2.9224,0.0574,0.0566,3.2251,0,0.153,1.9446,3.06,1.521,68.371,0.061,367.214,368.792,7.9,71.9807,-162.54276,31.6539,31.6554,25.3953,25.3965,0,AMBON,NA,NA,NA,NA,NA
1.063888889,2017,8,13,19,27,35,33,34,31,30.68,0.2296,0.2292,2.670083,2.670165,2.693,2.9216,0.0575,0.0544,3.2087,0,0.108,1.7934,2.16,1.541,68.023,0.0611,367.334,368.712,5.605,71.9807,-162.54276,31.654,31.6556,25.3954,25.3967,0,AMBON,NA,NA,NA,NA,NA
