%Station,Niskin,Year,Month,Day,Hour,Minute,Second,Latitude(S),Longitude(W),BottomDepth(m),Depth(m),Pressure(dbar),T090(degC),T190(degC),C0(S/m),C1(S/m),V0(V),V1(V),V2(V),V3(V),V4(V),V5(V),V6(V),V7(V),FlECO-AFL(mg/m^3),SbOx(umol/kg),Par(uEinsteins/m2/sec),Alt(m),CStarAt(1/m),CStarTr(%),Sal00,Sal11,Sigma-t00,Sigma-t11,CHLDepth,CHL(ug/l),Phaeo(ug/l),NUTBottleID,PO4(uM),Sil(uM),NO3(uM),NO2(uM),NH4(uM)
21,14,2017,6,14,17,24,36,67.53896,-164.87996,35.5,9.87,9.97,1.41,1.447,2.759633,2.762,0.0147,4.2839,1.3819,3.2906,2.533,3.1185,1.3063,0.0283,0.368,410.344,119.95,26.13,0.3483,91.6624,31.61,31.602,25.296,25.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,15,2017,6,14,17,24,42,67.53896,-164.87996,35.5,9.86,9.96,1.405,1.415,2.759254,2.760035,0.0147,4.2851,1.3487,3.2904,2.5289,3.1177,1.3053,0.0306,0.423,410.183,118.83,26.11,0.3471,91.6896,31.611,31.611,25.297,25.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,16,2017,6,14,17,24,48,67.53896,-164.87996,35.5,9.84,9.94,1.395,1.406,2.758454,2.759369,0.0147,4.2803,1.3165,3.2904,2.5278,3.1165,1.3043,0.0301,0.4098,410.088,118.52,26.09,0.3516,91.5851,31.611,31.611,25.297,25.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,17,2017,6,14,17,24,54,67.53896,-164.87996,35.5,9.86,9.96,1.387,1.394,2.757872,2.758507,0.0147,4.282,1.3425,3.2902,2.5246,3.115,1.3046,0.0293,0.3913,410.074,117.65,26.09,0.35,91.6219,31.611,31.612,25.298,25.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,18,2017,6,14,17,25,3,67.53896,-164.87996,35.5,9.87,9.97,1.385,1.387,2.757666,2.757976,0.0147,4.283,1.3157,3.2903,2.524,3.1148,1.3031,0.0351,0.5294,409.999,117.49,26.06,0.3491,91.6437,31.611,31.613,25.298,25.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,19,2017,6,14,17,25,9,67.53896,-164.87996,35.5,9.85,9.95,1.386,1.39,2.757782,2.758179,0.0147,4.2753,1.3798,3.2903,2.5269,3.1137,1.3037,0.0299,0.4057,409.592,118.26,26.08,0.3563,91.4784,31.611,31.612,25.298,25.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,20,2017,6,14,17,25,15,67.53896,-164.87996,35.5,9.87,9.97,1.387,1.392,2.757866,2.758315,0.0147,4.281,1.3811,3.2905,2.5289,3.1138,1.3099,0.0302,0.4134,409.734,118.81,26.2,0.351,91.6,31.611,31.612,25.298,25.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,21,2017,6,14,17,25,22,67.53896,-164.87996,35.5,9.85,9.95,1.392,1.395,2.758214,2.758503,0.0147,4.2831,1.3808,3.2904,2.5307,3.114,1.3052,0.0307,0.426,409.902,119.32,26.1,0.3489,91.6469,31.611,31.611,25.298,25.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,22,2017,6,14,17,25,28,67.53896,-164.87996,35.5,9.87,9.97,1.395,1.399,2.75845,2.758926,0.0147,4.282,1.3105,3.2904,2.5285,3.1159,1.3077,0.0275,0.3482,410.345,118.7,26.15,0.3499,91.6235,31.611,31.612,25.297,25.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,23,2017,6,14,17,25,34,67.53896,-164.87996,35.5,9.85,9.95,1.397,1.399,2.758643,2.758924,0.0147,4.2853,1.3098,3.2904,2.5306,3.1168,1.3045,0.0305,0.4194,410.511,119.3,26.09,0.3469,91.6933,31.611,31.612,25.297,25.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,24,2017,6,14,17,25,40,67.53896,-164.87996,35.5,9.87,9.97,1.394,1.401,2.75844,2.759043,0.0147,4.2775,1.3102,3.2903,2.5294,3.1142,1.306,0.0329,0.4774,409.678,118.97,26.12,0.3542,91.5259,31.612,31.612,25.298,25.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,1,2017,6,14,17,49,1,67.53894,-164.87996,35.5,32.67,33,-1.225,-1.224,2.560852,2.560994,2.8107,3.349,1.3819,3.2903,0.4752,2.7798,2.3775,0.3877,8.9923,386.225,0.56,47.55,1.3334,71.655,31.719,31.72,25.5,25.501,32,1.53,0.24,84,0.993,11.8,2,0.08,0.46
22,2,2017,6,14,17,49,8,67.53894,-164.87996,35.5,32.67,33,-1.224,-1.223,2.56089,2.561091,2.8107,3.2733,1.3779,3.2902,0.4715,2.7789,2.1778,0.3391,7.8267,385.794,0.55,43.56,1.4248,70.0343,31.718,31.72,25.5,25.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,3,2017,6,14,17,49,15,67.53894,-164.87996,35.5,32.68,33.01,-1.225,-1.224,2.560797,2.561001,2.8106,3.2773,1.3147,3.2902,0.4689,2.7802,0.1349,0.3693,8.5515,386.097,0.55,2.7,1.4199,70.1201,31.718,31.72,25.5,25.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,4,2017,6,14,17,49,22,67.53894,-164.87996,35.5,32.67,33,-1.226,-1.224,2.560775,2.560992,2.8107,3.3372,1.3098,3.2904,0.4666,2.7792,4.1293,0.3183,7.3286,385.639,0.54,82.59,1.3476,71.4011,31.719,31.72,25.501,25.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,5,2017,6,14,17,52,42,67.53894,-164.87996,35.5,21.14,21.36,0.565,0.494,2.696784,2.692266,0.2886,4.1319,1.375,3.2903,1.6679,2.9704,0.7288,0.0704,1.3775,397.004,15.94,14.58,0.4927,88.4098,31.661,31.676,25.385,25.4,21,2.89,0.59,85,0.879,8.7,1.4,0.06,0.45
22,6,2017,6,14,17,52,50,67.53894,-164.87996,35.5,21.15,21.37,0.562,0.538,2.696938,2.694851,0.2796,4.1383,1.3168,3.2903,1.6724,2.9727,0.7314,0.0849,1.7261,397.487,16.11,14.63,0.4866,88.5468,31.666,31.664,25.389,25.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,7,2017,6,14,17,52,57,67.53894,-164.87996,35.5,21.13,21.34,0.575,0.546,2.697937,2.695983,0.2785,4.1345,1.3868,3.2901,1.6788,2.9722,0.7283,0.0786,1.5748,396.705,16.35,14.57,0.4902,88.4663,31.666,31.67,25.388,25.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,8,2017,6,14,17,54,33,67.53894,-164.87996,35.5,15.38,15.53,1.226,1.226,2.748557,2.748751,0.2857,4.1765,1.3169,3.2902,2.2032,3.0856,1.0265,0.0546,0.9977,407.365,55.87,20.53,0.4498,89.3633,31.653,31.656,25.342,25.344,NaN,NaN,NaN,86,0.467,1.9,0.1,0.01,0.23
22,9,2017,6,14,17,54,44,67.53894,-164.87996,35.5,15.38,15.54,1.225,1.224,2.748374,2.748486,0.2909,4.1814,1.3152,3.2902,2.2139,3.0864,1.0248,0.0665,1.2836,407.402,57.27,20.5,0.4451,89.4689,31.652,31.654,25.341,25.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,10,2017,6,14,17,54,51,67.53894,-164.87996,35.5,15.37,15.53,1.224,1.224,2.748222,2.74844,0.2898,4.1891,1.383,3.2905,2.2228,3.0885,1.0309,0.0545,0.9959,407.604,58.47,20.62,0.4378,89.6337,31.651,31.653,25.34,25.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,11,2017,6,14,17,56,43,67.53894,-164.87996,35.5,8.1,8.19,1.446,1.442,2.760447,2.760405,0.0141,4.286,1.3121,3.29,2.8485,3.0603,1.3935,0.0208,0.1874,400.646,248.54,27.87,0.3463,91.7072,31.585,31.588,25.274,25.276,8,0.12,0.11,87,0.374,1,0,0,0.01
22,12,2017,6,14,17,56,52,67.53894,-164.87996,35.5,8.11,8.19,1.445,1.448,2.76033,2.760818,0.0166,4.2821,1.3786,3.2905,2.8489,3.0613,1.3928,0.0202,0.1724,401.284,248.81,27.86,0.3499,91.6245,31.585,31.588,25.274,25.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,13,2017,6,14,17,56,59,67.53894,-164.87996,35.5,8.11,8.19,1.452,1.454,2.760986,2.761301,0.0168,4.2853,1.3097,3.2904,2.8515,3.0619,1.3948,0.0203,0.1742,400.783,250.26,27.89,0.3469,91.6933,31.586,31.588,25.273,25.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,14,2017,6,14,17,58,34,67.53894,-164.87996,35.5,5.23,5.29,4.334,4.241,2.981834,2.976197,0.0147,4.3134,1.3845,3.2901,3.0332,2.9107,1.5377,0.0202,0.173,348.154,380.53,30.75,0.3207,92.2954,31.436,31.459,24.92,24.947,5,0.14,0.06,88,0.397,1.6,0,0,0
22,15,2017,6,14,17,58,40,67.53894,-164.87996,35.5,5.22,5.28,4.047,4.176,2.965538,2.971638,0.0147,4.3228,1.3132,3.2903,3.0281,2.9285,1.5382,0.0203,0.1742,352.401,376.12,30.76,0.3121,92.4949,31.52,31.468,25.015,24.961,15,0.25,0.32,NaN,NaN,NaN,NaN,NaN,NaN
22,16,2017,6,14,17,58,47,67.53894,-164.87996,35.5,5.22,5.27,4.236,4.608,2.976566,3.005858,0.0147,4.3149,1.3807,3.2904,3.0267,2.9553,1.5367,0.0191,0.1467,356.031,374.86,30.73,0.3194,92.3264,31.468,31.453,24.955,24.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,17,2017,6,14,17,58,59,67.53894,-164.87996,35.5,5.22,5.27,4.603,4.746,3.002847,3.012078,0.0147,4.3131,1.3102,3.2902,3.0251,2.929,1.7184,0.0197,0.1605,348.841,373.52,34.37,0.321,92.2874,31.424,31.394,24.883,24.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,18,2017,6,14,17,59,7,67.53894,-164.87996,35.5,5.23,5.28,4.813,4.932,3.019877,3.026737,0.0147,4.3177,1.3099,3.2901,3.0212,2.9293,1.5375,0.0208,0.1868,348.854,370.18,30.75,0.3167,92.3871,31.421,31.387,24.859,24.819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,19,2017,6,14,18,0,40,67.53896,-164.87996,35.5,2.63,2.66,4.929,5.079,3.031062,3.040408,0.0148,4.3194,1.3164,3.2902,3.2353,2.8996,1.668,0.0205,0.1802,343.798,606.51,33.36,0.3152,92.4229,31.44,31.406,24.862,24.818,0,0.09,0.15,89,0.42,5,0.1,0,0.07
22,20,2017,6,14,18,0,48,67.53896,-164.87996,35.5,2.65,2.67,5.163,5.16,3.047394,3.047574,0.0147,4.3148,1.3836,3.2903,3.233,2.9029,1.6666,0.0209,0.1886,340.73,603.27,33.33,0.3194,92.3242,31.407,31.411,24.81,24.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,21,2017,6,14,18,0,54,67.53896,-164.87996,35.5,2.65,2.68,5.206,5.177,3.051113,3.048676,0.0147,4.3148,1.2591,3.2904,3.2247,2.8957,1.6698,0.0208,0.1868,340.201,591.9,33.4,0.3194,92.3253,31.408,31.408,24.806,24.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,22,2017,6,14,18,1,0,67.53896,-164.87996,35.5,2.64,2.66,5.39,5.295,3.06256,3.058426,0.0147,4.317,1.1938,3.2902,3.2263,2.8799,1.6713,0.0208,0.1868,334.083,593.95,33.43,0.3174,92.3722,31.366,31.408,24.753,24.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,23,2017,6,14,18,1,7,67.53894,-164.87996,35.5,2.62,2.65,5.132,4.975,3.047631,3.035608,0.0147,4.314,1.3114,3.2904,3.2285,2.8847,1.6655,0.0208,0.1874,340.888,596.99,33.31,0.3202,92.3077,31.438,31.449,24.838,24.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,24,2017,6,14,18,1,13,67.53894,-164.87996,35.5,2.63,2.66,4.5,4.513,2.99753,2.998977,0.0147,4.3102,1.3106,3.2904,3.2209,2.9074,2.1207,0.0207,0.185,351.439,586.83,42.42,0.3237,92.225,31.461,31.465,24.923,24.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,1,2017,6,14,22,29,29,67.5586,-164.67932,31,27.76,28.04,-1.38,-1.385,2.549259,2.549166,0.0159,3.6595,1.3104,3.2905,1.1285,2.8614,2.9813,0.3533,8.1682,401.093,4.25,59.63,0.9785,78.2994,31.728,31.732,25.512,25.515,NaN,NaN,NaN,91,0.94,13.4,0.8,0.05,0.1
23,2,2017,6,14,22,29,37,67.5586,-164.67932,31,27.74,28.02,-1.382,-1.382,2.549112,2.549148,0.0159,3.6563,1.3645,3.2906,1.1383,2.8619,2.1719,0.3397,7.8411,401.456,4.36,43.44,0.982,78.2322,31.729,31.729,25.512,25.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,3,2017,6,14,22,29,44,67.5586,-164.67932,31,27.76,28.04,-1.383,-1.386,2.549037,2.548979,0.0159,3.6581,1.3097,3.2905,1.138,2.8616,2.4447,0.3186,7.3352,401.542,4.36,48.89,0.98,78.2706,31.729,31.731,25.513,25.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,4,2017,6,14,22,29,51,67.5586,-164.67932,31,27.75,28.03,-1.382,-1.385,2.549086,2.549062,0.0159,3.6577,1.3106,3.2905,1.1374,2.8596,1.416,0.3496,8.0779,401.016,4.35,28.32,0.9805,78.2615,31.728,31.73,25.512,25.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,5,2017,6,14,22,31,13,67.5586,-164.67932,31,25.25,25.5,-1.389,-1.39,2.548369,2.548508,0.0159,3.6716,1.3798,3.2905,1.4858,2.862,1.9366,0.319,7.3435,401.4,10.31,38.73,0.9653,78.5581,31.727,31.73,25.511,25.514,NaN,NaN,NaN,92,0.94,13.2,0.7,0.05,0.13
23,6,2017,6,14,22,32,47,67.5586,-164.67932,31,20.04,20.24,-0.218,-0.222,2.624253,2.624171,0.0159,4.1427,1.382,3.2905,2.1102,3.0848,0.7241,0.0478,0.8363,423.471,45,14.48,0.4823,88.6407,31.521,31.524,25.307,25.31,NaN,NaN,NaN,93,0.742,8.1,0.4,0.03,0.19
23,7,2017,6,14,22,34,20,67.5586,-164.67932,31,9.99,10.09,0.08,0.116,2.64478,2.647985,0.0159,4.2068,1.3166,3.2903,3.0351,3.1069,1.0721,0.0194,0.1539,424.282,382.19,21.44,0.4209,90.0118,31.489,31.494,25.269,25.271,NaN,NaN,NaN,94,0.512,1.8,0,0,0.22
23,8,2017,6,14,22,36,8,67.5586,-164.67932,31,2.83,2.86,5.533,5.511,3.030113,3.028532,0.0159,4.2794,1.3847,3.2903,3.5378,2.8742,1.433,0.0147,0.0396,334.94,1217.5,28.66,0.3524,91.5675,30.867,30.869,24.342,24.346,NaN,NaN,NaN,95,0.519,3.3,0.1,0,0.02
24,1,2017,6,14,23,49,39,67.5947,-164.52366,25,22.15,22.38,-1.364,-1.363,2.547472,2.547496,0.0147,3.9141,1.3153,3.2904,1.5912,2.7459,3.2861,0.1378,2.994,381.371,13.28,65.72,0.7094,83.7498,31.69,31.69,25.481,25.48,23,3.47,0.16,96,1.036,16.8,1.6,0.07,0.29
24,2,2017,6,14,23,49,53,67.5947,-164.52366,25,22.17,22.4,-1.366,-1.364,2.547224,2.547446,0.0147,3.9047,1.3871,3.2905,1.6124,2.744,0.8688,0.136,2.9521,380.882,13.97,17.38,0.719,83.5471,31.689,31.69,25.48,25.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,3,2017,6,14,23,50,0,67.5947,-164.52366,25,22.18,22.4,-1.366,-1.367,2.547213,2.547209,0.0147,3.9008,1.3149,3.2904,1.6217,2.744,1.6616,0.1399,3.0448,381.313,14.28,33.23,0.723,83.4639,31.689,31.69,25.48,25.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,4,2017,6,14,23,51,2,67.5947,-164.52366,25,20.12,20.33,-1.368,-1.368,2.546955,2.547058,0.0147,3.9024,1.3859,3.2905,1.8642,2.7446,2.0814,0.1533,3.3665,381.303,25.33,41.63,0.7214,83.4975,31.689,31.69,25.48,25.481,NaN,NaN,NaN,97,1.045,16.9,1.6,0.07,0.38
24,5,2017,6,14,23,52,21,67.5947,-164.52366,25,15.95,16.11,-1.164,-0.616,2.559541,2.592217,0.0147,4.1234,1.3693,3.2903,2.2982,2.9545,0.803,0.0546,0.9989,412.185,69.65,16.06,0.501,88.2285,31.647,31.512,25.441,25.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,6,2017,6,14,23,52,28,67.5947,-164.52366,25,15.97,16.13,-1.259,-1.145,2.55126,2.558683,0.0147,4.1018,1.3831,3.2906,2.2997,2.8857,0.8065,0.0617,1.1681,403.863,69.89,16.13,0.522,87.7655,31.634,31.615,25.433,25.414,16,2.95,0.63,98,0.981,15.3,1.3,0.06,0.27
24,7,2017,6,14,23,52,34,67.5947,-164.52366,25,15.97,16.14,-0.844,-0.884,2.574077,2.572233,0.0147,4.088,1.3841,3.2905,2.2991,2.9226,0.4765,0.0619,1.1729,414.22,69.8,9.53,0.5355,87.4706,31.506,31.523,25.318,25.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,8,2017,6,14,23,54,10,67.5947,-164.52366,25,9.95,10.05,1.85,1.524,2.774654,2.754276,0.0147,4.2728,1.3142,3.2904,2.784,3.0552,0.7852,0.0324,0.466,396.323,214.18,15.71,0.3586,91.4251,31.358,31.429,25.065,25.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,9,2017,6,14,23,55,57,67.5947,-164.52366,25,2.8,2.83,5.732,5.53,3.043615,3.014107,0.0147,4.2178,1.3852,3.2903,3.3686,2.8567,1.1482,0.016,0.072,331.409,824.62,22.96,0.4105,90.2481,30.836,30.69,24.295,24.202,0,0.22,0.11,99,0.547,4.3,0.3,0,0.06
24,10,2017,6,14,23,56,24,67.5947,-164.52366,25,2.75,2.78,5.298,5.34,2.968206,2.975676,0.0147,4.1705,1.3475,3.2901,3.3803,2.8669,1.149,0.0159,0.0696,339.113,847.6,22.98,0.4557,89.2348,30.383,30.43,23.986,24.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,1,2017,6,15,3,14,13,67.61082,-164.93348,36,32.72,33.05,-1.424,-1.424,2.555107,2.555225,0.0159,3.6569,1.3224,3.2906,0.5161,2.7504,0.8577,0.2856,6.5428,382.915,0.67,17.15,0.9814,78.2439,31.852,31.854,25.614,25.615,NaN,NaN,NaN,100,1.081,16.9,2.9,0.11,0.27
25,2,2017,6,15,3,14,20,67.61082,-164.93348,36,32.73,33.06,-1.425,-1.424,2.55508,2.555243,0.0159,3.6546,1.3121,3.2905,0.5296,2.7519,3.8686,0.2689,6.1409,383.353,0.7,77.37,0.9838,78.1954,31.853,31.854,25.614,25.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,3,2017,6,15,3,16,29,67.61082,-164.93348,36,20.1,20.3,0.589,0.593,2.698906,2.699449,0.0159,4.1614,1.317,3.2904,1.6353,2.9858,0.8174,0.0597,1.1209,398.689,14.75,16.35,0.4642,89.0423,31.665,31.667,25.386,25.388,NaN,NaN,NaN,101,0.771,7.6,1.2,0.05,0.32
25,4,2017,6,15,3,16,36,67.61082,-164.93348,36,20.08,20.28,0.591,0.593,2.699082,2.699458,0.0159,4.1538,1.336,3.2903,1.6156,2.9871,0.8183,0.0525,0.9469,399.182,14.07,16.36,0.4716,88.8791,31.665,31.668,25.387,25.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,5,2017,6,15,3,18,0,67.61082,-164.93348,36,10.16,10.27,1.597,1.592,2.773351,2.772952,0.0159,4.281,1.3168,3.2905,2.4487,3.051,1.3302,0.0286,0.3734,398.008,98.71,26.6,0.3509,91.6011,31.594,31.595,25.271,25.272,NaN,NaN,NaN,102,0.494,3.3,0,0,0.04
25,6,2017,6,15,3,18,7,67.61082,-164.93348,36,10.15,10.25,1.613,1.613,2.77496,2.775156,0.0159,4.2859,1.3161,3.2904,2.4524,3.0491,1.3345,0.0284,0.3704,397.107,99.55,26.69,0.3464,91.7056,31.598,31.601,25.273,25.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,7,2017,6,15,3,20,21,67.61082,-164.93348,36,3.01,3.04,5.013,5.029,3.008827,3.012578,0.0159,4.2815,1.1932,3.2904,3.0506,2.9281,1.6843,0.0195,0.1569,343.838,396.45,33.69,0.3505,91.6107,31.107,31.135,24.589,24.609,NaN,NaN,NaN,103,0.508,2.1,0.2,0,0.04
25,8,2017,6,15,3,20,28,67.61082,-164.9335,36,3.02,3.05,5.263,5.066,3.026007,3.015712,0.0159,4.2837,1.3097,3.2902,3.045,2.9338,1.686,0.0195,0.1575,347.826,391.3,33.72,0.3485,91.6576,31.07,31.136,24.532,24.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,1,2017,6,15,4,54,29,67.61796,-165.43544,41,37.91,38.3,1.165,1.167,2.788687,2.789007,0.0159,3.9529,1.3128,3.2905,0.5796,2.9865,2.942,0.1354,2.9384,392.14,0.85,58.84,0.6701,84.578,32.213,32.215,25.795,25.796,NaN,NaN,NaN,104,0.701,1.4,0.1,0.01,0.66
26,2,2017,6,15,4,56,14,67.61796,-165.43544,41,30.01,30.31,1.171,1.188,2.788887,2.790077,0.0159,4.0579,1.3805,3.2906,1.1533,2.9844,0.5793,0.1653,3.6536,391.224,4.53,11.59,0.5651,86.8264,32.214,32.212,25.795,25.793,NaN,NaN,NaN,105,0.715,1.1,0.1,0.01,0.67
26,3,2017,6,15,4,57,54,67.61796,-165.43544,41,20.25,20.46,1.361,1.362,2.802447,2.802704,0.0159,4.08,1.3851,3.2904,1.9863,2.9898,1.0761,0.0426,0.71,389.639,33.72,21.52,0.5433,87.2989,32.196,32.198,25.769,25.77,NaN,NaN,NaN,106,0.683,1,0,0.01,0.44
26,4,2017,6,15,4,59,21,67.61796,-165.43544,41,10,10.1,2.793,2.81,2.923287,2.925554,0.0159,4.1982,1.3167,3.2905,2.904,3.0199,1.5964,0.0386,0.6137,378.081,283.57,31.93,0.4291,89.8294,32.246,32.257,25.705,25.712,NaN,NaN,NaN,107,0.635,0.9,0,0.01,0.24
26,5,2017,6,15,5,1,6,67.61796,-165.43544,41,3.22,3.25,6.734,6.763,3.20736,3.208721,0.0159,4.3417,1.3482,3.2903,3.3251,2.775,1.9408,0.0147,0.0396,310.415,755.73,38.82,0.2946,92.9002,31.727,31.715,24.876,24.863,NaN,NaN,NaN,108,0.439,2,0,0,0.02
27,1,2017,6,15,6,35,29,67.62518,-165.93896,43,40.87,41.29,2.134,2.134,2.888328,2.888414,1.2235,3.6104,1.3841,3.2908,0.1705,2.8693,2.5843,0.0333,0.4882,362.971,0.03,51.69,1.0325,77.2499,32.468,32.469,25.934,25.934,NaN,NaN,NaN,109,0.855,3.1,0.7,0.06,2.51
27,2,2017,6,15,6,37,4,67.62518,-165.93894,43,30.12,30.42,2.134,2.134,2.88787,2.887987,0.8509,3.6253,1.3106,3.2905,0.5539,2.8758,0.688,0.0354,0.539,363.367,0.77,13.76,1.016,77.5688,32.468,32.47,25.934,25.935,NaN,NaN,NaN,110,0.849,3.2,0.7,0.06,2.44
27,3,2017,6,15,6,38,30,67.62518,-165.93894,43,20.13,20.34,2.141,2.141,2.886865,2.886998,0.3736,3.7204,1.3774,3.2904,1.4685,2.8962,1.5437,0.0291,0.3865,366.374,9.89,30.87,0.9125,79.6028,32.454,32.456,25.922,25.923,NaN,NaN,NaN,111,0.832,7,0.6,0.05,2.33
27,4,2017,6,15,6,39,46,67.62518,-165.93894,43,10,10.11,4.059,4.057,3.041504,3.041483,0.1725,4.2094,1.3148,3.2904,2.4772,2.8893,1.7056,0.0277,0.3512,347.009,105.5,34.11,0.4184,90.0694,32.399,32.401,25.712,25.714,NaN,NaN,NaN,112,0.671,1.3,0.3,0.02,0.88
27,5,2017,6,15,6,41,5,67.62518,-165.93894,43,2.75,2.77,4.195,4.193,3.052763,3.052584,0.1627,4.1915,1.3095,3.2905,3.2794,2.8946,2.0757,0.0217,0.2089,346.141,682.34,41.51,0.4354,89.6865,32.401,32.401,25.7,25.7,NaN,NaN,NaN,113,0.591,1.2,0,0.01,0.25
28,1,2017,6,15,8,13,35,67.63274,-166.44198,46,42.95,43.39,2.323,2.323,2.91835,2.918426,0.0011,3.1431,1.3115,3.2905,0.1303,2.7718,1.8705,0.0671,1.2973,346.094,0,37.41,1.5872,67.2483,32.645,32.646,26.061,26.062,NaN,NaN,NaN,114,1.069,2.4,3.5,0.12,3.37
28,2,2017,6,15,8,15,30,67.63274,-166.44198,46,30.23,30.54,2.316,2.316,2.915103,2.915236,0.001,3.3391,1.3799,3.2906,0.3846,2.7663,0.8292,0.0528,0.9547,344.885,0.36,16.58,1.3451,71.4422,32.619,32.62,26.04,26.042,NaN,NaN,NaN,115,1.051,2.2,3.5,0.12,3.19
28,3,2017,6,15,8,17,0,67.63274,-166.44198,46,20.11,20.31,2.356,2.364,2.9166,2.917379,0.0009,3.4538,1.3165,3.2905,1.3779,2.8017,1.3444,0.0923,1.9031,349.287,7.94,26.89,1.21,73.897,32.602,32.603,26.023,26.024,NaN,NaN,NaN,116,1.052,2,3.4,0.12,3.07
28,4,2017,6,15,8,18,53,67.63274,-166.442,46,9.83,9.93,4.559,4.554,3.092908,3.0925,0.001,4.2848,1.3674,3.2905,2.0971,2.9347,1.8578,0.0257,0.304,348.403,43.66,37.16,0.3474,91.6821,32.508,32.508,25.747,25.748,NaN,NaN,NaN,117,0.6,0.9,1.2,0.05,1.12
28,5,2017,6,15,8,21,6,67.63274,-166.44198,46,3.12,3.15,4.702,4.699,3.106564,3.106482,0.0012,4.2679,1.3836,3.2906,2.603,2.9359,2.1994,0.0267,0.3291,347.324,143.7,43.99,0.3632,91.3205,32.529,32.532,25.749,25.752,NaN,NaN,NaN,118,0.418,2.5,0.3,0.02,0.37
29,1,2017,6,15,9,54,59,67.64018,-166.94598,48,45.16,45.62,2.966,2.966,2.983858,2.983927,0.0012,2.3066,1.3163,3.2903,0.1241,2.6356,1.1437,0.0768,1.5312,319.394,0,22.87,2.8351,49.3442,32.788,32.789,26.122,26.123,NaN,NaN,NaN,119,1.195,3.9,4.3,0.16,4.22
29,2,2017,6,15,9,56,38,67.64018,-166.94598,48,40.03,40.44,2.98,2.98,2.984833,2.984947,0.0011,2.5513,1.3498,3.2904,0.1239,2.6465,1.0845,0.0681,1.3218,321.235,0,21.69,2.4219,54.5813,32.788,32.79,26.122,26.123,NaN,NaN,NaN,120,1.195,3.8,4.3,0.16,4.28
29,3,2017,6,15,9,58,20,67.64018,-166.94598,48,29.81,30.11,3.112,3.112,2.995799,2.995928,0.0012,3.1393,1.3803,3.2904,0.1359,2.7409,1.5294,0.0629,1.198,333.299,0,30.59,1.592,67.1662,32.793,32.794,26.114,26.115,NaN,NaN,NaN,121,1.091,2.8,3.7,0.13,3.65
