%Station,Niskin,Year,Month,Day,Hour,Minute,Second,Latitude(S),Longitude(W),BottomDepth(m),Depth(m),Pressure(dbar),T090(degC),T190(degC),C0(S/m),C1(S/m),V0(V),V1(V),V2(V),V3(V),V4(V),V5(V),V6(V),V7(V),FlECO-AFL(mg/m^3),SbOx(umol/kg),Par(uEinsteins/m2/sec),Alt(m),CStarAt(1/m),CStarTr(%),Sal00,Sal11,Sigma-t00,Sigma-t11,CHLDepth,CHL(ug/l),Phaeo(ug/l),NUTBottleID,PO4(uM),Sil(uM),NO3(uM),NO2(uM),NH4(uM)
58,15,2017,6,17,18,33,33,69.03524,-168.90016,53,17.47,17.65,2.653,2.766,2.950313,2.959161,0.43,3.7736,1.3606,3.2904,2.0113,2.8916,1.7987,0.024,0.2645,359.99,35.74,35.98,0.8556,80.7425,32.714,32.707,26.09,26.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,16,2017,6,17,18,35,27,69.03534,-168.90068,53,10.3,10.4,6.162,6.175,3.228716,3.230003,0.1091,4.218,1.3101,3.2903,2.4079,2.8451,2.3629,0.0239,0.2621,322.829,89.82,47.26,0.4102,90.2523,32.498,32.501,25.556,25.557,10,0.34,0.13,185,0.578,1.1,0.2,0.01,0.33
58,17,2017,6,17,18,35,35,69.03536,-168.9007,53,9.95,10.05,6.147,6.128,3.227648,3.226336,0.1064,4.2245,1.3099,3.2901,2.4588,2.8397,2.1581,0.0258,0.3076,322.394,101.08,43.16,0.4041,90.3921,32.501,32.505,25.56,25.566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,18,2017,6,17,18,37,13,69.03546,-168.90118,53,5.6,5.66,6.148,6.147,3.227776,3.227877,0.0975,4.2246,1.3112,3.2902,2.7567,2.8413,2.386,0.0244,0.2741,321.957,201.24,47.72,0.404,90.3931,32.503,32.505,25.562,25.564,6,0.39,0.11,186,0.557,0.7,0.1,0.01,0.35
58,19,2017,6,17,18,37,20,69.03546,-168.9012,53,5.75,5.8,6.157,6.16,3.228443,3.22885,0.0964,4.2283,1.3187,3.2903,2.7443,2.8426,2.3856,0.0253,0.2956,322.777,195.45,47.71,0.4004,90.4742,32.503,32.505,25.56,25.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,20,2017,6,17,18,37,28,69.03548,-168.90124,53,5.9,5.96,6.178,6.191,3.230185,3.231363,0.0969,4.2283,1.3116,3.2902,2.7377,2.8427,2.3752,0.025,0.2885,322.348,192.59,47.5,0.4005,90.4721,32.501,32.502,25.557,25.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,21,2017,6,17,18,37,37,69.03548,-168.90126,53,5.77,5.83,6.191,6.198,3.231165,3.231931,0.0998,4.2279,1.3797,3.2904,2.7416,2.841,2.3986,0.0244,0.2747,321.626,194.43,47.97,0.4008,90.4657,32.5,32.502,25.554,25.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,22,2017,6,17,18,39,13,69.03558,-168.90176,53,4.76,4.81,6.208,6.205,3.232377,3.232356,0.1109,4.2296,1.0747,3.2904,2.8543,2.8393,2.4383,0.0247,0.2825,321.543,251.88,48.77,0.3992,90.5009,32.498,32.5,25.551,25.552,0,0.23,0.19,187,0.556,0.6,0.1,0.01,0.42
58,23,2017,6,17,18,39,22,69.03559,-168.9018,53,4.74,4.79,6.212,6.207,3.232683,3.232458,0.1023,4.2297,1.0984,3.2904,2.8384,2.8364,2.4434,0.0244,0.2747,320.77,242.85,48.87,0.3991,90.5041,32.498,32.5,25.55,25.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,24,2017,6,17,18,39,28,69.0356,-168.90183,53,4.72,4.77,6.211,6.213,3.232645,3.232967,0.1044,4.2322,1.1427,3.2905,2.8396,2.8376,2.4559,0.0244,0.2729,321.123,243.57,49.12,0.3968,90.5558,32.498,32.5,25.55,25.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,1,2017,6,18,8,50,2,69.81614,-167.06996,46,43.12,43.56,1.689,1.631,2.870853,2.866472,0.0013,3.4403,1.3793,3.291,0.1277,2.4679,2.2753,0.0745,1.4767,305.074,0,45.51,1.2257,73.6074,32.707,32.712,26.157,26.165,43,2.71,1.21,188,1.454,4.6,3.3,0.12,7.33
60,2,2017,6,18,8,52,2,69.81614,-167.06998,46,30.53,30.84,1.631,1.631,2.865573,2.865664,0.0012,3.5311,1.315,3.2904,0.2305,2.4701,0.8394,0.068,1.3212,304.862,0.11,16.79,1.1214,75.5518,32.709,32.71,26.162,26.163,30,2.18,1.18,189,1.455,4.5,3.3,0.12,7.3
60,3,2017,6,18,8,53,45,69.81614,-167.06996,46,20.25,20.46,4.176,4.042,3.072414,3.061353,0.0013,4.0604,1.1949,3.2905,0.6004,2.8582,1.3641,0.0787,1.5778,341.706,0.91,27.28,0.5626,86.8803,32.642,32.645,25.893,25.909,20,2.97,1,190,0.852,1.1,1.1,0.04,2.23
60,4,2017,6,18,8,55,26,69.81614,-167.06996,46,10.4,10.5,4.198,4.195,3.07404,3.073982,0.0013,4.0797,1.3849,3.2905,1.179,2.8643,1.8569,0.0713,1.399,341.46,4.84,37.14,0.5437,87.2914,32.644,32.646,25.893,25.895,10,2.03,0.16,191,0.639,0.6,0.3,0.01,0.49
60,5,2017,6,18,8,57,16,69.81614,-167.06996,46,3.34,3.37,4.205,4.204,3.074272,3.074351,0.0014,4.0573,1.375,3.2906,1.7381,2.8721,2.2173,0.0586,1.0946,342.27,18.83,44.35,0.5656,86.8147,32.644,32.646,25.892,25.893,0,1.38,0.54,192,0.587,6.4,0.1,0.01,0.13
65,1,2017,6,18,17,35,32,68.94786,-166.91028,47,42.95,43.4,0.964,0.964,2.76088,2.761067,0.0012,4.0274,1.3094,3.2904,0.2212,2.7451,1.1225,0.0432,0.7244,356.603,0.1,22.45,0.5952,86.1742,32.063,32.065,25.686,25.688,NaN,NaN,NaN,193,0.844,2.9,0.6,0.03,2.4
65,2,2017,6,18,17,37,28,68.94786,-166.91028,47,29.79,30.09,0.781,0.768,2.74165,2.740495,0.0011,4.1715,1.3165,3.2903,0.7237,2.7961,0.8681,0.0439,0.7405,366.12,1.38,17.36,0.4546,89.2572,32.012,32.011,25.656,25.656,NaN,NaN,NaN,194,0.839,3.3,0.8,0.03,1.96
65,3,2017,6,18,17,39,0,68.94786,-166.91028,47,19.97,20.18,0.491,0.491,2.711202,2.711534,0.0011,4.1474,1.3773,3.2903,1.5396,2.824,1.3735,0.0493,0.8728,373.522,11.74,27.47,0.4778,88.7415,31.925,31.929,25.601,25.604,NaN,NaN,NaN,195,0.85,4.9,1,0.05,1.57
65,4,2017,6,18,17,39,13,68.94786,-166.91028,47,19.95,20.15,0.495,0.493,2.711605,2.711636,0.0011,4.1407,1.3099,3.2904,1.5437,2.8222,1.3678,0.0505,0.9003,372.963,11.85,27.35,0.4843,88.5975,31.926,31.928,25.602,25.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,5,2017,6,18,17,39,20,68.94786,-166.91028,47,19.96,20.17,0.495,0.495,2.711604,2.711734,0.0012,4.1312,1.3781,3.2905,1.5466,2.8235,1.372,0.0574,1.0659,373.256,11.93,27.44,0.4934,88.3949,31.926,31.928,25.602,25.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,6,2017,6,18,17,39,26,68.94786,-166.91028,47,19.95,20.15,0.495,0.494,2.711579,2.711693,0.0012,4.1143,1.3103,3.2904,1.55,2.8207,1.3686,0.0655,1.2608,372.459,12.03,27.37,0.51,88.0333,31.926,31.928,25.601,25.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,7,2017,6,18,17,39,32,68.94786,-166.91028,47,19.98,20.18,0.491,0.495,2.711377,2.711817,0.0012,4.1517,1.3108,3.2904,1.5506,2.8217,1.3738,0.0474,0.8255,372.881,12.05,27.47,0.4736,88.8337,31.927,31.929,25.602,25.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,8,2017,6,18,17,39,38,68.94786,-166.91028,47,19.99,20.19,0.486,0.494,2.710834,2.711702,0.0011,4.1439,1.3111,3.2903,1.552,2.8221,1.3712,0.0601,1.1304,373.083,12.09,27.42,0.4812,88.6658,31.925,31.928,25.601,25.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,9,2017,6,18,17,39,44,68.94786,-166.91028,47,19.97,20.18,0.481,0.491,2.710339,2.711478,0.0011,4.1572,1.365,3.2903,1.5565,2.8242,1.3666,0.0461,0.795,373.547,12.22,27.33,0.4683,88.9521,31.924,31.928,25.601,25.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,10,2017,6,18,17,39,51,68.94786,-166.91028,47,19.94,20.15,0.481,0.488,2.710331,2.71128,0.0011,4.16,1.38,3.2905,1.5621,2.8263,1.3687,0.0552,1.0121,373.813,12.39,27.37,0.4656,89.0113,31.923,31.928,25.6,25.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,11,2017,6,18,17,39,57,68.94786,-166.91028,47,19.97,20.17,0.476,0.487,2.709895,2.710938,0.001,4.1634,1.3127,3.2903,1.5629,2.8266,1.3759,0.0456,0.7824,373.745,12.41,27.52,0.4623,89.0844,31.923,31.925,25.6,25.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,12,2017,6,18,17,40,4,68.94786,-166.91028,47,20.01,20.21,0.47,0.481,2.709445,2.710495,0.0011,4.1491,1.3134,3.2901,1.5613,2.8283,1.3677,0.0464,0.8027,374.318,12.36,27.36,0.4762,88.7783,31.923,31.926,25.601,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,13,2017,6,18,17,40,12,68.94786,-166.91028,47,19.94,20.15,0.469,0.476,2.709275,2.71005,0.001,4.1695,1.314,3.2903,1.5704,2.8273,1.3693,0.0482,0.8435,374.138,12.64,27.38,0.4565,89.214,31.922,31.925,25.6,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,14,2017,6,18,17,40,19,68.94786,-166.91028,47,19.93,20.13,0.465,0.473,2.708856,2.709749,0.0011,4.1565,1.3149,3.2902,1.5748,2.8313,1.3725,0.0478,0.8345,374.681,12.77,27.45,0.4691,88.9356,31.922,31.925,25.6,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,15,2017,6,18,17,40,26,68.94786,-166.91028,47,19.99,20.2,0.468,0.472,2.709192,2.709666,0.001,4.1816,1.315,3.2902,1.5709,2.83,1.3683,0.0481,0.8416,374.391,12.65,27.37,0.445,89.4726,31.923,31.925,25.6,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,16,2017,6,18,17,40,33,68.94786,-166.91028,47,19.99,20.19,0.462,0.471,2.708678,2.709522,0.0011,4.1736,1.3837,3.2904,1.5733,2.83,1.3682,0.0471,0.8183,374.152,12.72,27.36,0.4525,89.3025,31.922,31.924,25.6,25.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,17,2017,6,18,17,40,39,68.94786,-166.91028,47,19.98,20.19,0.46,0.464,2.708562,2.708976,0.001,4.1735,1.3164,3.2901,1.5752,2.8317,1.3692,0.0547,1.0013,374.83,12.78,27.38,0.4527,89.2993,31.922,31.924,25.6,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,18,2017,6,18,17,40,46,68.94786,-166.91028,47,20.02,20.23,0.459,0.464,2.708495,2.709069,0.001,4.1642,1.3845,3.2904,1.5742,2.8341,1.3714,0.0461,0.795,375.688,12.75,27.43,0.4616,89.1009,31.923,31.925,25.601,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,19,2017,6,18,17,40,53,68.94786,-166.91028,47,20,20.21,0.45,0.463,2.707739,2.708878,0.0012,4.1638,1.3165,3.2905,1.5788,2.8319,1.3784,0.0594,1.1137,374.875,12.89,27.57,0.462,89.0924,31.922,31.924,25.601,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,20,2017,6,18,17,41,0,68.94786,-166.91028,47,20.05,20.26,0.453,0.453,2.707884,2.708133,0.0011,4.1719,1.3167,3.2904,1.5736,2.8325,1.3652,0.0404,0.6568,374.843,12.73,27.3,0.4542,89.2657,31.922,31.924,25.6,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,21,2017,6,18,17,41,8,68.94786,-166.91028,47,20,20.2,0.432,0.443,2.706303,2.707332,0.0011,4.1662,1.3457,3.2901,1.5823,2.835,1.3688,0.0465,0.8033,375.734,13,27.37,0.4596,89.1447,31.922,31.924,25.602,25.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,22,2017,6,18,17,41,21,68.94786,-166.91028,47,20,20.2,0.421,0.425,2.705263,2.705849,0.0012,4.1652,1.3169,3.2903,1.5853,2.8358,1.8911,0.0524,0.9463,376.454,13.09,37.82,0.4606,89.1233,31.921,31.924,25.601,25.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,23,2017,6,18,17,42,33,68.94786,-166.91027,47,9.94,10.04,2.124,2.151,2.775871,2.775936,0.001,4.1996,1.3491,3.2903,2.4605,2.836,1.8846,0.0391,0.6251,360.76,101.43,37.69,0.4277,89.8593,31.102,31.077,24.841,24.82,NaN,NaN,NaN,196,0.815,5.1,0.9,0.04,1.15
65,24,2017,6,18,17,44,24,68.94786,-166.91026,47,2.9,2.93,2.731,2.764,2.779306,2.783342,0.0011,4.1683,1.3111,3.2904,3.1868,2.7744,2.2436,0.0226,0.2299,346.459,542.93,44.87,0.4576,89.1895,30.561,30.579,24.365,24.376,NaN,NaN,NaN,197,0.666,5.5,0.1,0.01,0.43
66,1,2017,6,18,18,8,48,68.94784,-166.91026,47,19.91,20.11,0.542,0.563,2.715996,2.717565,0.0011,4.1824,1.385,3.2902,1.6491,2.8603,1.3787,0.0429,0.7172,378.236,15.24,27.57,0.4441,89.4918,31.934,31.933,25.606,25.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,2,2017,6,18,18,9,18,68.94784,-166.91028,47,19.89,20.09,0.838,0.847,2.740274,2.741112,0.0011,4.1971,1.3814,3.2902,1.6572,2.8763,1.379,0.0438,0.7393,378.806,15.54,27.58,0.4302,89.8044,31.942,31.943,25.596,25.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,3,2017,6,18,18,9,25,68.94784,-166.91028,47,19.93,20.13,0.739,0.758,2.731961,2.733934,0.0011,4.193,1.3142,3.2902,1.6545,2.8741,1.3711,0.0456,0.7818,378.583,15.44,27.42,0.434,89.7185,31.937,31.942,25.598,25.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,4,2017,6,18,18,9,31,68.94786,-166.91028,47,19.9,20.1,0.759,0.804,2.733773,2.737687,0.0011,4.2018,1.3139,3.2902,1.658,2.8713,1.3746,0.0447,0.7602,377.539,15.57,27.49,0.4257,89.9052,31.939,31.944,25.598,25.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,5,2017,6,18,18,9,37,68.94786,-166.91028,47,19.92,20.13,0.759,0.786,2.733901,2.736472,0.0011,4.1958,1.3693,3.2901,1.6551,2.8747,1.3704,0.0442,0.7489,378.172,15.46,27.41,0.4314,89.7777,31.941,31.947,25.6,25.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,6,2017,6,18,18,9,44,68.94786,-166.91028,47,19.89,20.09,0.774,0.785,2.734986,2.736048,0.0012,4.1854,1.3132,3.2902,1.6589,2.8718,1.3708,0.0432,0.725,377.614,15.6,27.41,0.4413,89.5553,31.939,31.942,25.598,25.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,7,2017,6,18,18,9,50,68.94786,-166.91028,47,19.92,20.12,0.679,0.703,2.727212,2.729664,0.0012,4.194,1.3279,3.2901,1.6594,2.8696,1.3715,0.0429,0.7178,377.857,15.62,27.43,0.4331,89.7382,31.937,31.945,25.601,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,8,2017,6,18,18,9,57,68.94784,-166.91028,47,19.87,20.07,0.697,0.715,2.728642,2.730184,0.0011,4.1984,1.3129,3.2901,1.6651,2.8669,1.3737,0.0429,0.7166,377.86,15.83,27.47,0.4289,89.8326,31.937,31.939,25.6,25.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,9,2017,6,18,18,10,3,68.94784,-166.91028,47,19.92,20.13,0.639,0.648,2.723649,2.725056,0.0011,4.1924,1.3128,3.2901,1.6618,2.865,1.3712,0.0447,0.7609,377.127,15.71,27.42,0.4346,89.7046,31.932,31.941,25.599,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,10,2017,6,18,18,10,9,68.94784,-166.91028,47,19.89,20.09,0.59,0.597,2.720041,2.720705,0.0011,4.2025,1.3134,3.2902,1.6648,2.8641,1.3715,0.0429,0.7166,377.384,15.82,27.43,0.425,89.9206,31.937,31.938,25.605,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,11,2017,6,18,18,10,15,68.94784,-166.91028,47,19.88,20.08,0.568,0.585,2.718095,2.719748,0.0012,4.1943,1.3138,3.2903,1.6693,2.8632,1.3778,0.0413,0.6795,377.76,15.99,27.56,0.4328,89.7457,31.935,31.939,25.605,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,12,2017,6,18,18,10,21,68.94784,-166.91028,47,19.84,20.05,0.57,0.569,2.718213,2.71836,0.0011,4.1997,1.3829,3.2904,1.6763,2.8633,1.3771,0.0401,0.6502,378.527,16.26,27.54,0.4276,89.8609,31.934,31.937,25.604,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,13,2017,6,18,18,10,28,68.94784,-166.91028,47,19.87,20.07,0.562,0.564,2.717447,2.717899,0.0011,4.1924,1.3155,3.2902,1.6764,2.8648,1.3777,0.0435,0.7321,379.323,16.27,27.55,0.4346,89.7052,31.933,31.936,25.603,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,14,2017,6,18,18,10,34,68.94784,-166.91028,47,19.88,20.08,0.557,0.555,2.717043,2.717273,0.0011,4.2004,1.3755,3.2902,1.6756,2.8644,1.3813,0.0444,0.7537,379.033,16.23,27.62,0.427,89.8753,31.932,31.937,25.603,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,15,2017,6,18,18,10,40,68.94784,-166.91028,47,19.93,20.13,0.536,0.537,2.715467,2.715518,0.0012,4.1968,1.3843,3.2905,1.6729,2.8631,1.3739,0.0386,0.6143,379.102,16.13,27.48,0.4304,89.7996,31.934,31.933,25.606,25.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,16,2017,6,18,18,10,47,68.94784,-166.91028,47,19.87,20.07,0.56,0.544,2.717462,2.716398,0.0011,4.2011,1.3192,3.2901,1.6794,2.8616,1.3757,0.0409,0.6688,378.392,16.38,27.52,0.4263,89.8902,31.935,31.937,25.605,25.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,17,2017,6,18,18,10,52,68.94785,-166.91028,47,19.88,20.08,0.537,0.542,2.715452,2.715886,0.0011,4.2009,1.3168,3.2902,1.6821,2.863,1.3758,0.0403,0.6538,379.352,16.49,27.52,0.4264,89.8876,31.933,31.933,25.605,25.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,18,2017,6,18,18,10,58,68.94786,-166.91026,47,19.89,20.1,0.533,0.532,2.715159,2.715364,0.0012,4.2002,1.3166,3.2901,1.6814,2.862,1.37,0.0423,0.7034,378.443,16.46,27.4,0.4272,89.8716,31.933,31.936,25.605,25.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,19,2017,6,18,18,11,4,68.94784,-166.91026,47,19.91,20.11,0.55,0.559,2.716203,2.717732,0.0012,4.2033,1.3165,3.2902,1.6813,2.8627,1.369,0.0428,0.7148,378.627,16.45,27.38,0.4241,89.9393,31.929,31.939,25.601,25.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,20,2017,6,18,18,11,10,68.94784,-166.91026,47,19.91,20.12,0.546,0.552,2.716138,2.716788,0.0012,4.2028,1.3457,3.2903,1.6816,2.8615,1.3722,0.0433,0.728,378.804,16.47,27.44,0.4247,89.9265,31.932,31.933,25.604,25.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,21,2017,6,18,18,11,16,68.94784,-166.91026,47,19.91,20.11,0.545,0.56,2.716054,2.717531,0.0012,4.1826,1.3829,3.2902,1.6824,2.8617,1.3717,0.0422,0.701,378.346,16.5,27.43,0.444,89.4956,31.932,31.936,25.604,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,22,2017,6,18,18,11,24,68.94784,-166.91026,47,19.88,20.08,0.562,0.62,2.717548,2.722276,0.0012,4.1919,1.3149,3.2901,1.6898,2.8638,1.3736,0.0415,0.6849,379.114,16.79,27.47,0.4351,89.6934,31.934,31.935,25.604,25.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,23,2017,6,18,18,11,33,68.94784,-166.91026,47,19.86,20.06,0.618,0.608,2.722343,2.721808,0.0012,4.1982,1.3347,3.2902,1.6892,2.8649,1.7052,0.0431,0.722,378.086,16.77,34.1,0.429,89.83,31.937,31.942,25.604,25.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,24,2017,6,18,18,11,41,68.94784,-166.91026,47,19.85,20.06,0.679,0.697,2.726752,2.728696,0.0012,4.1835,1.3122,3.2902,1.6918,2.8664,1.3804,0.0457,0.7836,378.177,16.87,27.61,0.4431,89.5153,31.931,31.938,25.596,25.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,1,2017,6,18,18,30,39,68.94782,-166.90998,47,20.1,20.3,0.521,0.566,2.714306,2.718167,0.0012,4.179,1.3149,3.2902,1.6442,2.8589,1.3668,0.0356,0.5414,378.267,15.07,27.34,0.4474,89.4183,31.934,31.937,25.607,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,2,2017,6,18,18,30,44,68.94782,-166.90998,47,20.12,20.33,0.52,0.547,2.714238,2.716698,0.0011,4.1891,1.3149,3.2903,1.6423,2.8598,2.3946,0.0352,0.5324,378.703,15,47.89,0.4377,89.6342,31.934,31.938,25.606,25.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,3,2017,6,18,18,31,19,68.94782,-166.90992,47,20.07,20.28,0.589,0.587,2.719984,2.720007,0.0012,4.1963,1.3144,3.2901,1.655,2.8619,1.3685,0.0371,0.5791,378.724,15.46,27.37,0.4308,89.7889,31.937,31.939,25.605,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,4,2017,6,18,18,31,37,68.9478,-166.9099,47,20.09,20.3,0.586,0.56,2.719709,2.717707,0.0011,4.1983,1.3482,3.2902,1.6593,2.8614,1.3695,0.0392,0.6293,378.245,15.62,27.39,0.429,89.8305,31.937,31.937,25.605,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,5,2017,6,18,18,31,39,68.9478,-166.9099,47,20.07,20.28,0.568,0.579,2.718195,2.719331,0.0012,4.1969,1.3745,3.2901,1.6602,2.861,1.3678,0.0391,0.6263,378.125,15.65,27.36,0.4302,89.8022,31.936,31.939,25.606,25.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,6,2017,6,18,18,31,57,68.9478,-166.90988,47,20.1,20.3,0.585,0.584,2.719557,2.719467,0.0012,4.1884,1.3166,3.2903,1.6582,2.8616,1.9247,0.0368,0.5719,378.381,15.58,38.49,0.4384,89.6193,31.935,31.936,25.604,25.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,7,2017,6,18,18,32,16,68.9478,-166.90986,47,20.02,20.22,0.568,0.582,2.718274,2.719516,0.0012,4.2062,1.3845,3.2903,1.6693,2.8614,1.372,0.0379,0.5982,378.186,15.99,27.44,0.4214,90.0006,31.937,31.939,25.607,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,8,2017,6,18,18,32,19,68.9478,-166.90986,47,20.09,20.3,0.581,0.577,2.719289,2.719052,0.0011,4.1985,1.3867,3.29,1.6629,2.8609,1.3654,0.0403,0.6556,378.198,15.75,27.31,0.4288,89.8348,31.936,31.938,25.606,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,9,2017,6,18,18,32,38,68.9478,-166.90982,47,20.1,20.31,0.503,0.558,2.712951,2.717859,0.001,4.1918,1.3165,3.2902,1.6625,2.8599,1.3641,0.0394,0.6329,378.79,15.73,27.28,0.4352,89.6913,31.935,31.942,25.608,25.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,10,2017,6,18,18,32,43,68.9478,-166.90982,47,20.07,20.27,0.532,0.557,2.715404,2.717932,0.0011,4.1783,1.3864,3.2902,1.6672,2.8573,1.6247,0.0387,0.6167,377.858,15.91,32.49,0.4481,89.4017,31.936,31.944,25.608,25.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,11,2017,6,18,18,32,50,68.9478,-166.90982,47,20.02,20.22,0.548,0.563,2.716648,2.718058,0.0011,4.1935,1.3162,3.2901,1.6749,2.8587,1.3693,0.0357,0.5456,378.269,16.21,27.39,0.4336,89.7281,31.936,31.939,25.607,25.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,12,2017,6,18,18,32,56,68.9478,-166.9098,47,20.01,20.22,0.518,0.548,2.714066,2.716395,0.001,4.1876,1.3159,3.2902,1.6766,2.8574,1.3677,0.038,0.5994,378.61,16.27,27.35,0.4392,89.6028,31.933,31.933,25.606,25.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,13,2017,6,18,18,33,2,68.9478,-166.9098,47,20.05,20.26,0.533,0.536,2.715208,2.715602,0.0011,4.194,1.3155,3.2903,1.67,2.8579,1.3663,0.0385,0.6119,378.142,16.02,27.33,0.4331,89.7382,31.934,31.935,25.606,25.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,14,2017,6,18,18,33,8,68.9478,-166.9098,47,20.06,20.27,0.492,0.51,2.712157,2.713878,0.0012,4.1958,1.3463,3.2901,1.6676,2.8567,1.8872,0.0403,0.6556,378.507,15.93,37.74,0.4313,89.7777,31.936,31.94,25.61,25.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,15,2017,6,18,18,33,14,68.9478,-166.90978,47,20.15,20.36,0.485,0.501,2.711531,2.712908,0.0012,4.1716,1.3848,3.2902,1.6613,2.8575,1.3631,0.0378,0.5946,378.717,15.69,27.26,0.4545,89.2593,31.936,31.936,25.61,25.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,16,2017,6,18,18,33,21,68.9478,-166.90978,47,20.15,20.35,0.475,0.512,2.710651,2.713524,0.0011,4.192,1.3821,3.2904,1.6628,2.8535,1.3638,0.0379,0.5976,377.837,15.75,27.27,0.435,89.6961,31.934,31.933,25.609,25.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
