	secondary_number	cellid	side	project	station	station_type	date	CTD_number	filter	depth_original	depth_type	depth_m	bottom_depth	lat	lon	temp	salinity	DO	POC (ug/L)	PON (ug/L)	SPM (ug/L)	FlECO-AFL(mg/m^3)	chl depth	chl (ug/l)	phaeo (ug/l)	PO4(uM)	Sil(uM)	NO3(uM)	NO2(uM)	NH4(uM)	N+N (umol/L)	mass	log_name	bottle	niskin_id_meta	volume_filtered_l	transmission_pct	niskin_id_nutrients	poc_pon_ratio	poc_pon_ratio_redfield	cast_depth	delO18	sedchla_mg_m2	notes	notes2
BOX_10_1		BOX_10_1	8-29-17 DBO3.5 T72-1	DBONCIS2017	DBO3.5	E		4						68.013	-167.8751667																		8-29-17 DBO3.5 T72-1					0							
BOX_10_2		BOX_10_2	8-29-17 DBO3.5 T0-1	DBONCIS2017	DBO3.5	E		4						68.013	-167.8751667																		8-29-17 DBO3.5 T0-1					0							
BOX_10_3		BOX_10_3	8-29-17 DBO3.5 T0-2	DBONCIS2017	DBO3.5	E		4						68.013	-167.8751667																		8-29-17 DBO3.5 T0-2					0							
BOX_9_100		BOX_9_100	8-29-17 DBO3.5 T72-1	DBONCIS2017	DBO3.5	E		4						68.013	-167.8751667																		8-29-17 DBO3.5 T72-1					0							
BOX_9_98		BOX_9_98	8-29-17 DBO3.5 T48-1	DBONCIS2017	DBO3.5	E		4						68.013	-167.8751667																		8-29-17 DBO3.5 T48-1					0							
BOX_9_99		BOX_9_99	8-29-17 DBO3.5 T48-2	DBONCIS2017	DBO3.5	E		4						68.013	-167.8751667																		8-29-17 DBO3.5 T48-2					0							
BOX_10_5		BOX_10_5	8-31-17 DBO4.1 43M T0-1	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T0-1					0							
BOX_10_6		BOX_10_6	8-31-17 DBO4.1 43M T72-1 PH	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T72-1 PH					0							
BOX_10_7		BOX_10_7	8-31-17 DBO4.1 43M T48-2 PH	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T48-2 PH					0							
BOX_10_8		BOX_10_8	8-31-17 DBO4.1 43M T48-2 CONTROL	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T48-2 CONTROL					0							
BOX_11_4		BOX_11_4	8-31-17 DBO4.1 43M T72-1 CONTROL	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T72-1 CONTROL					0							
BOX_11_5		BOX_11_5	8-31-17 DBO4.1 43M T72-2 CONTROL	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T72-2 CONTROL					0							
BOX_11_6		BOX_11_6	8-31-17 DBO4.1 43M T72-2 PH	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T72-2 PH					0							
BOX_4_95		BOX_4_95	8-31-17 DBO4.1 43M T48-1 CONTROL	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T48-1 CONTROL					0							
BOX_4_96		BOX_4_96	8-31-17 DBO4.1 43M T48-1 PH	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T48-1 PH					0							
BOX_4_97		BOX_4_97	8-31-17 DBO4.1 43M T0-2	DBONCIS2017	DBO4.1	E		20						70.9745	-161.8871667																		8-31-17 DBO4.1 43M T0-2					0							
BOX_10_90		BOX_10_90	9-6-17 NE1 T0-2	DBONCIS2017	NE-1	E		83						73.4525	-157.311																		9-6-17 NE1 T0-2					0							
BOX_10_93		BOX_10_93	9-6-17 NE1 T0-1	DBONCIS2017	NE-1	E		83						73.4525	-157.311																		9-6-17 NE1 T0-1					0							
BOX_10_94		BOX_10_94	9-4-17 NW4 T0-1	DBONCIS2017	NW-4	E		56						72.854	-163.1776667																		9-4-17 NW4 T0-1					0							
BOX_10_95		BOX_10_95	9-4-17 NW4 T0-2	DBONCIS2017	NW-4	E		56						72.854	-163.1776667																		9-4-17 NW4 T0-2					0							
BOX_4_98		BOX_4_98	9-4-17 NW4 T132-1	DBONCIS2017	NW-4	E		56						72.854	-163.1776667																		9-4-17 NW4 T132-1					0							
BOX_4_99		BOX_4_99	9-4-17 NW4 T132-2	DBONCIS2017	NW-4	E		56						72.854	-163.1776667																		9-4-17 NW4 T132-2					0							
BOX_9_96		BOX_9_96	9-2-17 W2 T0-2	DBONCIS2017	W-2	E		42						72.12216667	-163.2																		9-2-17 W2 T0-2					0							
BOX_9_97		BOX_9_97	9-2-17 W2 T0-1	DBONCIS2017	W-2	E		42						72.12216667	-163.2																		9-2-17 W2 T0-1					0							
BOX_10_100		BOX_10_100	9-9-17 ?8 T72-1 PH 	DBONCIS2017		E																											9-9-17 ?8 T72-1 PH 					0							
BOX_10_88		BOX_10_88	9-9-17 ?7 T48-1	DBONCIS2017		E																											9-9-17 ?7 T48-1					0							
BOX_10_89		BOX_10_89	9-9-17 ?8 T48-1	DBONCIS2017		E																											9-9-17 ?8 T48-1					0							
BOX_10_96		BOX_10_96	9-9-17 ?7 T48-2 	DBONCIS2017		E																											9-9-17 ?7 T48-2 					0							
BOX_10_97		BOX_10_97	9-9-17 ?7 T48-1	DBONCIS2017		E																											9-9-17 ?7 T48-1					0							
BOX_10_98		BOX_10_98	9-9-17 ?7 T48-2	DBONCIS2017		E																											9-9-17 ?7 T48-2					0							
BOX_10_99		BOX_10_99	9-9-17 ?8 T48-1 PH 	DBONCIS2017		E																											9-9-17 ?8 T48-1 PH 					0							
BOX_11_1		BOX_11_1	9-9-17 ?8 T72-1 CONTROL	DBONCIS2017		E																											9-9-17 ?8 T72-1 CONTROL					0							
BOX_11_2		BOX_11_2	9-9-17 ?8 T72-2 PH	DBONCIS2017		E																											9-9-17 ?8 T72-2 PH					0							
BOX_11_3		BOX_11_3	9-9-17 ?8 T72-2 CONTROL	DBONCIS2017		E																											9-9-17 ?8 T72-2 CONTROL					0							
AMBON_1_43		AMBON_1_43	8-21-17 BBL2 5M	AMBON2017	BBL2	P	Aug 21 2017 01:16	84	0.2	surf	surf	4.912	23	69.45034	-163.92098	8.5528	30.307	292.102	166.2212833	33.29413624	5129.032258	1.4160	84_7	2.03		0.69	11.59			0.26	0.3			7	84_7		81.4729	84_7	4.99250925453653	0.753586302571551	84_4.912		13.86	T = 8.5 degrees C	5
BOX_6_98		BOX_6_98	8-21-17 BBL2 3UM 5M	AMBON2017	BBL2	P	Aug 21 2017 01:16	84	3	surf	surf	4.912	23	69.45034	-163.92098	8.5528	30.307	292.102	166.2212833	33.29413624	5129.032258	1.4160	84_7	2.03		0.69	11.59			0.26	0.3			7	84_7		81.4729	84_7	4.99250925453653	0.753586302571551	84_4.912		13.86		5
BOX_6_99		BOX_6_99	8-21-17 BBL2 20UM 5M	AMBON2017	BBL2	P	Aug 21 2017 01:16	84	20	surf	surf	4.912	23	69.45034	-163.92098	8.5528	30.307	292.102	166.2212833	33.29413624	5129.032258	1.4160	84_7	2.03		0.69	11.59			0.26	0.3			7	84_7		81.4729	84_7	4.99250925453653	0.753586302571551	84_4.912		13.86		5
AMBON_1_46		AMBON_1_46	8-21-17 BBL2 10M	AMBON2017	BBL2	P	Aug 21 2017 01:15	84	0.2		mid	9.842	23	69.45036	-163.921	8.08155	30.40835	274.074				2.4520	84_5	3.87		0.71	12.31			0.19	0.2			5	84_5		78.9048	84_5			84_9.842		13.86		10
BOX_5_78		BOX_5_78	8-21-17 BBL2 3UM 10M	AMBON2017	BBL2	P	Aug 21 2017 01:15	84	3		mid	9.842	23	69.45036	-163.921	8.08155	30.40835	274.074				2.4520	84_5	3.87		0.71	12.31			0.19	0.2			5	84_5		78.9048	84_5			84_9.842		13.86		10
BOX_6_100		BOX_6_100	8-21-17 BBL2 20UM 10M	AMBON2017	BBL2	P	Aug 21 2017 01:15	84	20		mid	9.842	23	69.45036	-163.921	8.08155	30.40835	274.074				2.4520	84_5	3.87		0.71	12.31			0.19	0.2			5	84_5		78.9048	84_5			84_9.842		13.86		10
AMBON_1_45		AMBON_1_45	8-21-17 BBL2 16M CHLMAX	AMBON2017	BBL2	P	Aug 21 2017 01:14	84	0.2	chl max	mid	15.866	23	69.4504	-163.9209	7.7727	30.5201	264.95	210.9043685	44.68049272	1760	2.1310	84_3											3	84_3		64.303	84_3	4.72027848532643	0.712494865709649	84_15.866		13.86		16
BOX_5_77		BOX_5_77	8-21-17 BBL2 3UM 16M	AMBON2017	BBL2	P	Aug 21 2017 01:14	84	3	chl max	mid	15.866	23	69.4504	-163.9209	7.7727	30.5201	264.95	210.9043685	44.68049272	1760	2.1310	84_3											3	84_3		64.303	84_3	4.72027848532643	0.712494865709649	84_15.866		13.86		16
BOX_5_90		BOX_5_90	8-21-17 BBL2 20UM 16M	AMBON2017	BBL2	P	Aug 21 2017 01:14	84	20	chl max	mid	15.866	23	69.4504	-163.9209	7.7727	30.5201	264.95	210.9043685	44.68049272	1760	2.1310	84_3											3	84_3		64.303	84_3	4.72027848532643	0.712494865709649	84_15.866		13.86	volume filtered not recorded	16
AMBON_1_48		AMBON_1_48	8-21-17 BBL2 20M	AMBON2017	BBL2	P	Aug 21 2017 01:12	84	0.2	bottom	bottom	20.8	23	69.4504	-163.9209	7.76835	30.5232	264.2475	100.8705646	19.87467157	8800	1.5940	84_1	3.57		0.8	14.87			0.49	0.62			1	84_1		64.5032	84_1	5.07533240208407	0.766087909748538	84_20.8		13.86	T = 3 degrees C	20
BOX_8_33		BOX_8_33	8-21-17 BBL2 3UM 20M	AMBON2017	BBL2	P	Aug 21 2017 01:12	84	3	bottom	bottom	20.8	23	69.4504	-163.9209	7.76835	30.5232	264.2475	100.8705646	19.87467157	8800	1.5940	84_1	3.57		0.8	14.87			0.49	0.62			1	84_1		64.5032	84_1	5.07533240208407	0.766087909748538	84_20.8		13.86		20
BOX_7_95		BOX_7_95	8-21-17 BBL2 20UM 20M	AMBON2017	BBL2	P	Aug 21 2017 01:12	84	20	bottom	bottom	20.8	23	69.4504	-163.9209	7.76835	30.5232	264.2475	100.8705646	19.87467157	8800	1.5940	84_1	3.57		0.8	14.87			0.49	0.62			1	84_1		64.5032	84_1	5.07533240208407	0.766087909748538	84_20.8		13.86	Jellyfish station	20
AMBON_1_47		AMBON_1_47	8-21-17 BBL6 SURF 5M	AMBON2017	BBL6	P	Aug 21 2017 14:27	88	0.2	surf	surf	5.397	41	69.82615	-165.63046	8.87715	31.02485	283.2	156.1835238	20.07316721	5950	1.0030	88_9	1.16		0.56	1.78			4.81	0.52			9	88_9	2.8	87.0731	88_9	7.780711542232	1.17444702524257	88_5.397		20.16		5
BOX_7_10		BOX_7_10	8-21-17 BBL6 3UM 5M SURFACE	AMBON2017	BBL6	P	Aug 21 2017 14:27	88	3	surf	surf	5.397	41	69.82615	-165.63046	8.87715	31.02485	283.2	156.1835238	20.07316721	5950	1.0030	88_9	1.16		0.56	1.78			4.81	0.52			9	88_9	2.8	87.0731	88_9	7.780711542232	1.17444702524257	88_5.397		20.16		5
BOX_5_91		BOX_5_91	8-21-17 BBL6 20UM 5M SURFACE	AMBON2017	BBL6	P	Aug 21 2017 14:27	88	20	surf	surf	5.397	41	69.82615	-165.63046	8.87715	31.02485	283.2	156.1835238	20.07316721	5950	1.0030	88_9	1.16		0.56	1.78			4.81	0.52			9	88_9	2.8	87.0731	88_9	7.780711542232	1.17444702524257	88_5.397		20.16		5
AMBON_1_50		AMBON_1_50	8-21-17 BBL6 10M	AMBON2017	BBL6	P	Aug 21 2017 14:25	88	0.2		mid	9.914	41	69.82576	-165.63044	8.761	31.13235	283.8215	136.7585814	18.1043755	5400	1.0720	88_7	1.1		0.45	1.78			1.2	0.18			8	88_8	2.5	87.9175	88_7	7.55389664780207	1.14021081476258	88_9.914		20.16		10
BOX_8_3		BOX_8_3	8-21-17 BBL6 3UM 10M	AMBON2017	BBL6	P	Aug 21 2017 14:25	88	3		mid	9.914	41	69.82576	-165.63044	8.761	31.13235	283.8215	136.7585814	18.1043755	5400	1.0720	88_7	1.1		0.45	1.78			1.2	0.18			8	88_8	2.5	87.9175	88_7	7.55389664780207	1.14021081476258	88_9.914		20.16		10
BOX_8_39		BOX_8_39	8-21-17 BBL6 20UM 10M	AMBON2017	BBL6	P	Aug 21 2017 14:25	88	20		mid	9.914	41	69.82576	-165.63044	8.761	31.13235	283.8215	136.7585814	18.1043755	5400	1.0720	88_7	1.1		0.45	1.78			1.2	0.18			8	88_8	2.5	87.9175	88_7	7.55389664780207	1.14021081476258	88_9.914		20.16	3 micron filter crinkled and probably didn't filter anything out	10
AMBON_1_49		AMBON_1_49	8-21-17 BBL6 20M CHLMAX	AMBON2017	BBL6	P	Aug 21 2017 14:24	88	0.2	chl max	mid	21.463	41	69.82543	-165.63048	8.3078	31.4783	271.7295	116.9140419	15.93820445	5940	2.0670	88_5	3.67		0.44	1.78			1.17	0.61			5	88_5	2.5	88.5009	88_5	7.33545878814473	1.10723906236147	88_21.463		20.16		20
BOX_8_1		BOX_8_1	8-21-17 BBL6 3UM 20M	AMBON2017	BBL6	P	Aug 21 2017 14:24	88	3	chl max	mid	21.463	41	69.82543	-165.63048	8.3078	31.4783	271.7295	116.9140419	15.93820445	5940	2.0670	88_5	3.67		0.44	1.78			1.17	0.61			5	88_5	2.5	88.5009	88_5	7.33545878814473	1.10723906236147	88_21.463		20.16		20
BOX_8_2		BOX_8_2	8-21-17 BBL6 20UM 20M	AMBON2017	BBL6	P	Aug 21 2017 14:24	88	20	chl max	mid	21.463	41	69.82543	-165.63048	8.3078	31.4783	271.7295	116.9140419	15.93820445	5940	2.0670	88_5	3.67		0.44	1.78			1.17	0.61			5	88_5	2.5	88.5009	88_5	7.33545878814473	1.10723906236147	88_21.463		20.16	3 micron filter crinkled and probably didn't filter anything out	20
AMBON_1_51		AMBON_1_51	8-21-17 BBL6 30M	AMBON2017	BBL6	P	Aug 21 2017 14:22	88	0.2		mid	30.294	41	69.82508	-165.63062	6.08645	32.0821	261.096	127.8600533	16.51969349	5320	0.3090	88_3	0.54		1.19	14.94			2.65	0.92			3	88_3	2.2	75.0151	88_3	7.73985627381032	1.16828019227326	88_30.294		20.16		30
BOX_5_93		BOX_5_93	8-21-17 BBL6 3UM 30M	AMBON2017	BBL6	P	Aug 21 2017 14:22	88	3		mid	30.294	41	69.82508	-165.63062	6.08645	32.0821	261.096	127.8600533	16.51969349	5320	0.3090	88_3	0.54		1.19	14.94			2.65	0.92			3	88_3	2.2	75.0151	88_3	7.73985627381032	1.16828019227326	88_30.294		20.16		30
BOX_5_87		BOX_5_87	8-21-17 BBL6 20UM 30M	AMBON2017	BBL6	P	Aug 21 2017 14:22	88	20		mid	30.294	41	69.82508	-165.63062	6.08645	32.0821	261.096	127.8600533	16.51969349	5320	0.3090	88_3	0.54		1.19	14.94			2.65	0.92			3	88_3	2.2	75.0151	88_3	7.73985627381032	1.16828019227326	88_30.294		20.16		30
AMBON_1_52		AMBON_1_52	8-21-17 BBL6 37M BOTTOM	AMBON2017	BBL6	P	Aug 21 2017 14:21	88	0.2	bottom	bottom	35.81	41	69.82474	-165.63071	5.86405	32.1104	267.1855	175.6530398	31.08694566	7280	0.3160	88_1	0.53		1.06	13.32			2.74	0.93			1	88_1	2.2	76.1914	88_1	5.65037947829063	0.852887468421227	88_35.81		20.16		37
BOX_7_16		BOX_7_16	8-21-17 BBL6 3UM 37M BOTTOM	AMBON2017	BBL6	P	Aug 21 2017 14:21	88	3	bottom	bottom	35.81	41	69.82474	-165.63071	5.86405	32.1104	267.1855	175.6530398	31.08694566	7280	0.3160	88_1	0.53		1.06	13.32			2.74	0.93			1	88_1	2.2	76.1914	88_1	5.65037947829063	0.852887468421227	88_35.81		20.16		37
BOX_5_88		BOX_5_88	8-21-17 BBL6 20UM 37M	AMBON2017	BBL6	P	Aug 21 2017 14:21	88	20	bottom	bottom	35.81	41	69.82474	-165.63071	5.86405	32.1104	267.1855	175.6530398	31.08694566	7280	0.3160	88_1	0.53		1.06	13.32			2.74	0.93			1	88_1	2.2	76.1914	88_1	5.65037947829063	0.852887468421227	88_35.81		20.16		37
BOX_2_24	10	BOX_2_24	6-10-17 10 CBE1 P SURFACE	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	0.2	Surf	surf	3.31	39.5	63.29624	-168.44944	3.8215	32.063	355.364	51.52	44.84	3620	3.3151	8_19	6.73	1.31	0.381	1.1	0.2	0.02	0.07	0.22		170610CBE1 P surf	19	8_19	7.5	82.8879	8_19	1.14897413024086	0.173430057394846					
BOX_6_88	13	BOX_6_88	6-10-17 13 CBE1 P 3UM SURF	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	3	Surf	surf	3.31	39.5	63.29624	-168.44944	3.8215	32.063	355.364	51.52	44.84	3620	3.3151	8_19	6.73	1.31	0.381	1.1	0.2	0.02	0.07	0.22		170610CBE1 P 3surf	19	8_19	7.5	82.8879	8_19	1.14897413024086	0.173430057394846				surf filter stack leaked about 2.5 L of water at the 20 um filter	
BOX_6_76	16	BOX_6_76	6-10-17 16 CBE1 P 20UM SURFACE	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	20	Surf	surf	3.31	39.5	63.29624	-168.44944	3.8215	32.063	355.364	51.52	44.84	3620	3.3151	8_19	6.73	1.31	0.381	1.1	0.2	0.02	0.07	0.22		170610CBE1 P 20surf	19	8_19	7.5	82.8879	8_19	1.14897413024086	0.173430057394846					
BOX_2_25	11	BOX_2_25	6-10-17 11 CBE1 P CHL MAX	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	0.2	Chl m/pycnocline	mid	20.12	39.5	63.29624	-168.44944	1.2765	32.5135	333.509	352.88	51.94	4559.99999999999	3.2966	8_5	2.78	0.43	1.228	8.1	6.7	0.14	2.38	6.84		170610CBE1 P chl	5	8_5	9	71.1793	8_5	6.79399306892568	1.02550838776237				chl max was also the pycnocline!	
BOX_6_44	14	BOX_6_44	6-10-17 14 CBE1 P 3UM CHLMAX	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	3	Chl m/pycnocline	mid	20.12	39.5	63.29624	-168.44944	1.2765	32.5135	333.509	352.88	51.94	4559.99999999999	3.2966	8_5	2.78	0.43	1.228	8.1	6.7	0.14	2.38	6.84		170610CBE1 P 3chlm	5	8_5	9	71.1793	8_5	6.79399306892568	1.02550838776237					
BOX_6_87	17	BOX_6_87	6-10-17 17 CBE1 P 20UM CHLMAX	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	20	Chl m/pycnocline	mid	20.12	39.5	63.29624	-168.44944	1.2765	32.5135	333.509	352.88	51.94	4559.99999999999	3.2966	8_5	2.78	0.43	1.228	8.1	6.7	0.14	2.38	6.84		170610CBE1 P 20chl	5	8_5	9	71.1793	8_5	6.79399306892568	1.02550838776237					
BOX_2_26	12	BOX_2_26	6-10-17 12 CBE1 P DEEP	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	0.2	Deep	bottom	36.04	39.5	63.29624	-168.44944	1.1085	32.5265	329.813	473.46	68.58	8400.00000000001	4.4335	8_1	9.93	2.12	1.312	7.6	7.3	0.14	2.53	7.44		170610CBE1 P deep	1	8_1	9	57.0409	8_1	6.90376202974628	1.04207728750887					
BOX_6_43	15	BOX_6_43	6-10-17 15 CBE1 P 3UM DEEP	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	3	Deep	bottom	36.04	39.5	63.29624	-168.44944	1.1085	32.5265	329.813	473.46	68.58	8400.00000000001	4.4335	8_1	9.93	2.12	1.312	7.6	7.3	0.14	2.53	7.44		170610CBE1 P 3deep	1	8_1	9	57.0409	8_1	6.90376202974628	1.04207728750887				chl m 20 um filter was dropped on counter (while folded, so sample side did not touch counter)	
BOX_6_78	18	BOX_6_78	6-10-17 18 CBE1 P 20UM DEEP	ASGARD2017	CBE1	P	Jun 10 2017 15:59	8	20	Deep	bottom	36.04	39.5	63.29624	-168.44944	1.1085	32.5265	329.813	473.46	68.58	8400.00000000001	4.4335	8_1	9.93	2.12	1.312	7.6	7.3	0.14	2.53	7.44		170610CBE1 P 20deep	1	8_1	9	57.0409	8_1	6.90376202974628	1.04207728750887					
BOX_2_21	1	BOX_2_21	6-09-17 1 CBE9 P SURFACE	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	0.2	Surf	surf	3.26	29.5	64.38072	-167.07002	4.8675	31.1705	336.288	142.22	23.68	2080	0.1402	4_22	0.15	0.2	0.357	2.6	0	0.02	0.19	0.02		170609CBE9 P surf	24	4_24	9	92.7205	4_24	6.00591216216216	0.906552779194289				paused pumps to adjust tubing, inline filter holders leaked water before it reached sterivex (> 1 L)	
BOX_6_91	2	BOX_6_91	6-09-17 2 CBE9 P 3UM SURFACE	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	3	Surf	surf	3.26	29.5	64.38072	-167.07002	4.8675	31.1705	336.288	142.22	23.68	2080	0.1402	4_22	0.15	0.2	0.357	2.6	0	0.02	0.19	0.02		170609CBE9 P 3 surf	24	4_24	9	92.7205	4_24	6.00591216216216	0.906552779194289					
BOX_6_90	3	BOX_6_90	6-09-17 3 CBE9 P 20UM SURFACE	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	20	Surf	surf	3.26	29.5	64.38072	-167.07002	4.8675	31.1705	336.288	142.22	23.68	2080	0.1402	4_22	0.15	0.2	0.357	2.6	0	0.02	0.19	0.02		170609CBE9 P 20 Surf	24	4_24	9	92.7205	4_24	6.00591216216216	0.906552779194289					
BOX_2_22	4	BOX_2_22	6-09-17 4 CBE9 P CHL MAX	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	0.2	Chl m	bottom	25.86	29.5	64.38072	-167.07002	-0.437	32.1655	397.007	295.5	39.02	4840	2.5132	4_1	1.02	4.1	0.96	4.2	0.5	0.05	1.09	0.55		170609CBE9 P Chl	8	4_8	9	73.073	4_1	7.57303946694003	1.14310029689661					
BOX_6_47	5	BOX_6_47	6-09-17 5 CBE9 P 3UM CHLMAX	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	3	Chl m	bottom	25.86	29.5	64.38072	-167.07002	-0.437	32.1655	397.007	295.5	39.02	4840	2.5132	4_1	1.02	4.1	0.96	4.2	0.5	0.05	1.09	0.55		170609CBE9 P 3 Chl	8	4_8	9	73.073	4_1	7.57303946694003	1.14310029689661					
BOX_6_45	6	BOX_6_45	6-09-17 6 CBE9 P 20UM CHLMAX	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	20	Chl m	bottom	25.86	29.5	64.38072	-167.07002	-0.437	32.1655	397.007	295.5	39.02	4840	2.5132	4_1	1.02	4.1	0.96	4.2	0.5	0.05	1.09	0.55		170609CBE9 P 20 Chl	8	4_8	9	73.073	4_1	7.57303946694003	1.14310029689661					
BOX_2_23	7	BOX_2_23	6-09-17 7 CBE9 P DEEP	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	0.2	Deep	bottom	25.97	29.5	64.38072	-167.07002	-0.4375	32.1655	397.326	243.38	34.04	2880.00000000001	2.7296	4_1	1.02	4.1	0.96	4.2	0.5	0.05	1.09	0.55		170609CBE9 P Deep	9	4_9	8	73.4255	4_1	7.14982373678026	1.07921867724985					
BOX_6_46	8	BOX_6_46	6-09-17 8 CBE9 P 3UM DEEP	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	3	Deep	bottom	25.97	29.5	64.38072	-167.07002	-0.4375	32.1655	397.326	243.38	34.04	2880.00000000001	2.7296	4_1	1.02	4.1	0.96	4.2	0.5	0.05	1.09	0.55		170609CBE9 P 3 Deep	9	4_9	8	73.4255	4_1	7.14982373678026	1.07921867724985				filter was not centered at all in holder and was bent around on itself	
BOX_6_89	9	BOX_6_89	6-09-17 9 CBE9 P 20UM DEEP	ASGARD2017	CBE9	P	Jun 09 2017 23:06	4	20	Deep	bottom	25.97	29.5	64.38072	-167.07002	-0.4375	32.1655	397.326	243.38	34.04	2880.00000000001	2.7296	4_1	1.02	4.1	0.96	4.2	0.5	0.05	1.09	0.55		170609CBE9 P 20 Deep	9	4_9	8	73.4255	4_1	7.14982373678026	1.07921867724985					
BOX_6_21	20	BOX_6_21	6-11-17 20 CBW5 P 3UM SURFACE	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	3	surf	surf	4.47	45	64.14586	-171.50888	6.402	32.4125	315.666	162.06	24.76	2059.99999999999	0.2173	12_21	0.38	0.15	0.363	6.7	2.1	0.03	0.31	2.13		170611CBW5 P surf 3	24	12_24	9	94.0297	12_21	6.54523424878837	0.987959886609565					
BOX_6_22	19	BOX_6_22	6-11-17 19 CBW5 P 20UM SURFACE	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	20	surf	surf	4.47	45	64.14586	-171.50888	6.402	32.4125	315.666	162.06	24.76	2059.99999999999	0.2173	12_21	0.38	0.15	0.363	6.7	2.1	0.03	0.31	2.13		170611CBW5 P surf 20	24	12_24	9	94.0297	12_21	6.54523424878837	0.987959886609565					
BOX_2_28	26	BOX_2_28	6-11-17 26 CBW5 P CHL PYCNO	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	0.2	pycno	mid	6.89	45	64.14586	-171.50886	6.445	32.407	316.109				0.2161	12_15	0.4	0.12	0.486	5.9	3.1	0.05	0.46	3.15		170611CBW5 P chl	16	12_16	10	93.3572	12_15							
BOX_6_20	22	BOX_6_20	6-11-17 22 CBW5 P 3UM CHLMAX	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	3	pycno	mid	6.89	45	64.14586	-171.50886	6.445	32.407	316.109				0.2161	12_15	0.4	0.12	0.486	5.9	3.1	0.05	0.46	3.15		170611CBW5 P chl 3	16	12_16	10	93.3572	12_15							
BOX_6_86	21	BOX_6_86	6-11-17 21 CBW5 P 20UM CHLMAX	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	20	pycno	mid	6.89	45	64.14586	-171.50886	6.445	32.407	316.109				0.2161	12_15	0.4	0.12	0.486	5.9	3.1	0.05	0.46	3.15		170611CBW5 P chl 20	16	12_16	10	93.3572	12_15						all pycno filters are labeled as chl (labeled before saw profiles--there was no chl max)	
BOX_11_18	27	BOX_11_18	6-11-17 27 CBW5 P DEEP	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	0.2	deep	bottom	41.96	45	64.14586	-171.50886	1.59	32.728	298.963	178.12	26.42	3100.00000000001	0.4284	12_1	0.42	0.42	1.829	29	18.2	0.22	1.67	18.42		170611CBW5 P deep	3	12_3	10	83.321	12_1	6.74186222558668	1.01763958122063					
BOX_6_41	24	BOX_6_41	6-11-17 24 CBW5 P 3UM DEEP	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	3	deep	bottom	41.96	45	64.14586	-171.50886	1.59	32.728	298.963	178.12	26.42	3100.00000000001	0.4284	12_1	0.42	0.42	1.829	29	18.2	0.22	1.67	18.42		170611CBW5 P deep 3	3	12_3	10	83.321	12_1	6.74186222558668	1.01763958122063					
BOX_6_19	23	BOX_6_19	6-11-17 23 CBW5 P 20UM DEEP	ASGARD2017	CBW5	P	Jun 11 2017 16:25	12	20	deep	bottom	41.96	45	64.14586	-171.50886	1.59	32.728	298.963	178.12	26.42	3100.00000000001	0.4284	12_1	0.42	0.42	1.829	29	18.2	0.22	1.67	18.42		170611CBW5 P deep 20	3	12_3	10	83.321	12_1	6.74186222558668	1.01763958122063					
