	secondary_number	cellid	side	project	station	station_type	date	CTD_number	filter	depth_original	depth_type	depth_m	bottom_depth	lat	lon	temp	salinity	DO	POC (ug/L)	PON (ug/L)	SPM (ug/L)	FlECO-AFL(mg/m^3)	chl depth	chl (ug/l)	phaeo (ug/l)	PO4(uM)	Sil(uM)	NO3(uM)	NO2(uM)	NH4(uM)	N+N (umol/L)	mass	log_name	bottle	niskin_id_meta	volume_filtered_l	transmission_pct	niskin_id_nutrients	poc_pon_ratio	poc_pon_ratio_redfield	cast_depth	delO18	sedchla_mg_m2	notes	notes2
BOX_2_83		BOX_2_83	8-20-17 ML5.1 10M	AMBON2017	ML5.1	P	Aug 20 2017 09:43	82	0.2		mid	10.862	43	70.64778	-165.9952	7.72875	31.82215	290.9815	105.1063101	14.81828768	2676.923077	1.0890	82_7	1.32		0.46	1.78			0.57	0.24			7	82_7	3.4	90.6653	82_7	7.09301319894473	1.07064350172751	82_10.862		16.82		10
BOX_5_95		BOX_5_95	8-20-17 ML5.1 3UM 10M	AMBON2017	ML5.1	P	Aug 20 2017 09:43	82	3		mid	10.862	43	70.64778	-165.9952	7.72875	31.82215	290.9815	105.1063101	14.81828768	2676.923077	1.0890	82_7	1.32		0.46	1.78			0.57	0.24			7	82_7	3.4	90.6653	82_7	7.09301319894473	1.07064350172751	82_10.862		16.82		10
BOX_8_15		BOX_8_15	8-20-17 ML5.1 20UM 10M	AMBON2017	ML5.1	P	Aug 20 2017 09:43	82	20		mid	10.862	43	70.64778	-165.9952	7.72875	31.82215	290.9815	105.1063101	14.81828768	2676.923077	1.0890	82_7	1.32		0.46	1.78			0.57	0.24			7	82_7	3.4	90.6653	82_7	7.09301319894473	1.07064350172751	82_10.862		16.82		10
BOX_2_84		BOX_2_84	8-20-17 ML5.1 CHL MAX	AMBON2017	ML5.1	P	Aug 20 2017 09:42	82	0.2	chl max	mid	20.143	43	70.6478	-165.99518	7.66775	31.87075	289.233	113.6592338	21.02357899	7683.333333	1.2290	82_5	1.36		0.47	1.78			0.25	0.63			5	82_5	3.4	90.7578	82_5	5.40627425302146	0.816041396682485	82_20.143		16.82		20
BOX_7_82		BOX_7_82	8-20-17 ML5.1 3UM 20M CHLMAX	AMBON2017	ML5.1	P	Aug 20 2017 09:42	82	3	chl max	mid	20.143	43	70.6478	-165.99518	7.66775	31.87075	289.233	113.6592338	21.02357899	7683.333333	1.2290	82_5	1.36		0.47	1.78			0.25	0.63			5	82_5	3.4	90.7578	82_5	5.40627425302146	0.816041396682485	82_20.143		16.82		20
BOX_5_92		BOX_5_92	8-20-17 ML5.1 20UM 20M	AMBON2017	ML5.1	P	Aug 20 2017 09:42	82	20	chl max	mid	20.143	43	70.6478	-165.99518	7.66775	31.87075	289.233	113.6592338	21.02357899	7683.333333	1.2290	82_5	1.36		0.47	1.78			0.25	0.63			5	82_5	3.4	90.7578	82_5	5.40627425302146	0.816041396682485	82_20.143		16.82		20
BOX_2_85		BOX_2_85	8-20-17 ML5.1 30M	AMBON2017	ML5.1	P	Aug 20 2017 09:40	82	0.2		mid	30.805	43	70.64788	-165.99506	5.1934	32.1618	266.7565	80.05071023	12.17421588	87705.88235	0.2570	82_3	0.49		1.05	11.87			3.12	1.14			3	82_3	3.5	92.295	82_3	6.57543048513774	0.992517809077395	82_30.805		16.82		30
BOX_7_34		BOX_7_34	8-20-17 ML5.1 3UM 30M	AMBON2017	ML5.1	P	Aug 20 2017 09:40	82	3		mid	30.805	43	70.64788	-165.99506	5.1934	32.1618	266.7565	80.05071023	12.17421588	87705.88235	0.2570	82_3	0.49		1.05	11.87			3.12	1.14			3	82_3	3.5	92.295	82_3	6.57543048513774	0.992517809077395	82_30.805		16.82		30
BOX_7_33		BOX_7_33	8-20-17 ML5.1 20UM 30M	AMBON2017	ML5.1	P	Aug 20 2017 09:40	82	20		mid	30.805	43	70.64788	-165.99506	5.1934	32.1618	266.7565	80.05071023	12.17421588	87705.88235	0.2570	82_3	0.49		1.05	11.87			3.12	1.14			3	82_3	3.5	92.295	82_3	6.57543048513774	0.992517809077395	82_30.805		16.82		30
BOX_2_86		BOX_2_86	8-20-17 ML5.1 40M BOTTOM	AMBON2017	ML5.1	P	Aug 20 2017 09:38	82	0.2	bottom	bottom	39.642	43	70.64794	-165.99512	4.38855	32.2426	256.6725	97.75150213	14.24895319	10390.625	0.3090	82_1	0.4		1.37	18.97			3.64	1.77			1	82_1	3.5	65.3123	82_1	6.86025849243456	1.03551071583918	82_39.642	-1.18	16.82		40
BOX_5_83		BOX_5_83	8-20-17 ML5.1 3UM 40M BOTTOM	AMBON2017	ML5.1	P	Aug 20 2017 09:38	82	3	bottom	bottom	39.642	43	70.64794	-165.99512	4.38855	32.2426	256.6725	97.75150213	14.24895319	10390.625	0.3090	82_1	0.4		1.37	18.97			3.64	1.77			1	82_1	3.5	65.3123	82_1	6.86025849243456	1.03551071583918	82_39.642	-1.18	16.82		40
BOX_8_42		BOX_8_42	8-20-17 ML5.1 20UM 40M BOTTOM	AMBON2017	ML5.1	P	Aug 20 2017 09:38	82	20	bottom	bottom	39.642	43	70.64794	-165.99512	4.38855	32.2426	256.6725	97.75150213	14.24895319	10390.625	0.3090	82_1	0.4		1.37	18.97			3.64	1.77			1	82_1	3.5	65.3123	82_1	6.86025849243456	1.03551071583918	82_39.642	-1.18	16.82		40
AMBON_1_60		AMBON_1_60	8-9-2017 ML6.1 5M SURFACE	AMBON2017	ML6.1	P	Aug 09 2017 09:02	15	0.2	surf	surf	5.062	33	70.08697	-163.95998	9.8908	30.55875	282.9555	142.9868751	19.94761232	14466.66667	1.0240	15_9	1.14		0.41	4.82			1.25	0.48			9	15_9	3	91.2983	15_9	7.16811981334917	1.08198034918478	15_5.062	-2.24	3.16		5
BOX_7_35		BOX_7_35	8-9-17 ML6.1 3UM SURFACE	AMBON2017	ML6.1	P	Aug 09 2017 09:02	15	3	surf	surf	5.062	33	70.08697	-163.95998	9.8908	30.55875	282.9555	142.9868751	19.94761232	14466.66667	1.0240	15_9	1.14		0.41	4.82			1.25	0.48			9	15_9	3	91.2983	15_9	7.16811981334917	1.08198034918478	15_5.062	-2.24	3.16		5
BOX_8_26		BOX_8_26	8-9-17 ML6.1 20UM SURF	AMBON2017	ML6.1	P	Aug 09 2017 09:02	15	20	surf	surf	5.062	33	70.08697	-163.95998	9.8908	30.55875	282.9555	142.9868751	19.94761232	14466.66667	1.0240	15_9	1.14		0.41	4.82			1.25	0.48			9	15_9	3	91.2983	15_9	7.16811981334917	1.08198034918478	15_5.062	-2.24	3.16		5
BOX_7_3		BOX_7_3	8-9-17 ML6.1 3UM 22M CHLMAX	AMBON2017	ML6.1	P	Aug 09 2017 08:58	15	3	chl max	mid	21.517	33	70.08718	-163.96036	6.11615	31.3666	259.7425	112.8425541	15.76537506	2783.333333	1.9570	15_5	2		0.51	4.6			0.56	0.1			4	15_4	1.8	89.4557	15_5	7.15761938238341	1.08039537847297	15_21.517		3.16		22
BOX_7_4		BOX_7_4	8-9-17 ML6.1 20UM 22M CHLMAX	AMBON2017	ML6.1	P	Aug 09 2017 08:58	15	20	chl max	mid	21.517	33	70.08718	-163.96036	6.11615	31.3666	259.7425	112.8425541	15.76537506	2783.333333	1.9570	15_5	2		0.51	4.6			0.56	0.1			4	15_4	1.8	89.4557	15_5	7.15761938238341	1.08039537847297	15_21.517		3.16		22
AMBON_1_63		AMBON_1_63	8-9-2017 ML6.1 28M BOTTOM	AMBON2017	ML6.1	P	Aug 09 2017 08:56	15	0.2	bottom	bottom	28.458	33	70.08718	-163.96024	4.4613	31.26995	209.466	114.7649632	12.00651989	4833.333333	0.4120	15_1	0.81		1.1	26.45			3.76	1.22			1	15_1	1.5	82.9181	15_1	9.55855354019657	1.44280053436929	15_28.458	-1.76	3.16	0 to 5 cm sediment from ML6.1	28
BOX_7_36		BOX_7_36	8-9-17 ML6.1 3UM 30M	AMBON2017	ML6.1	P	Aug 09 2017 08:56	15	3	bottom	bottom	28.458	33	70.08718	-163.96024	4.4613	31.26995	209.466	114.7649632	12.00651989	4833.333333	0.4120	15_1	0.81		1.1	26.45			3.76	1.22			1	15_1	1.5	82.9181	15_1	9.55855354019657	1.44280053436929	15_28.458	-1.76	3.16		28
BOX_7_2		BOX_7_2	8-9-17 ML6.1 20UM 30M BOTTOM	AMBON2017	ML6.1	P	Aug 09 2017 08:56	15	20	bottom	bottom	28.458	33	70.08718	-163.96024	4.4613	31.26995	209.466	114.7649632	12.00651989	4833.333333	0.4120	15_1	0.81		1.1	26.45			3.76	1.22			1	15_1	1.5	82.9181	15_1	9.55855354019657	1.44280053436929	15_28.458	-1.76	3.16		28
AMBON_2_13		AMBON_2_13	8-10-17 ML6.7 5M	AMBON2017	ML6.7	P	Aug 10 2017 06:14	21	0.2	surf	surf	5.234	46	70.84352	-161.53832	7.78435	32.21	293.517	123.1168027	18.52076138	7280	0.6790	21_9	0.78		0.39	1.78			0.3	0.35			9	21_9	4	92.7451	21_9	6.6475022367574	1.00339656403885	21_5.234	-1.29	33.83		5
BOX_7_6		BOX_7_6	8-10-17 ML6.7 3UM 5M	AMBON2017	ML6.7	P	Aug 10 2017 06:14	21	3	surf	surf	5.234	46	70.84352	-161.53832	7.78435	32.21	293.517	123.1168027	18.52076138	7280	0.6790	21_9	0.78		0.39	1.78			0.3	0.35			9	21_9	4	92.7451	21_9	6.6475022367574	1.00339656403885	21_5.234	-1.29	33.83		5
BOX_7_37		BOX_7_37	8-10-17 ML6.7 20UM 5M	AMBON2017	ML6.7	P	Aug 10 2017 06:14	21	20	surf	surf	5.234	46	70.84352	-161.53832	7.78435	32.21	293.517	123.1168027	18.52076138	7280	0.6790	21_9	0.78		0.39	1.78			0.3	0.35			9	21_9	4	92.7451	21_9	6.6475022367574	1.00339656403885	21_5.234	-1.29	33.83		5
AMBON_2_12		AMBON_2_12	8-10-17 ML6.7 10M	AMBON2017	ML6.7	P	Aug 10 2017 06:13	21	0.2		mid	11.303	46	70.8436	-161.53839	7.79055	32.20995	293.8045	119.309334	19.3495206	3492.753623	0.7030	21_7	0.74		0.42	1.78			0.87	0.45			7	21_7	4	92.7372	21_7	6.16600981835178	0.930718463147438	21_11.303		33.83		10
BOX_8_22		BOX_8_22	8-10-17 ML6.7 3UM 10M	AMBON2017	ML6.7	P	Aug 10 2017 06:13	21	3		mid	11.303	46	70.8436	-161.53839	7.79055	32.20995	293.8045	119.309334	19.3495206	3492.753623	0.7030	21_7	0.74		0.42	1.78			0.87	0.45			7	21_7	4	92.7372	21_7	6.16600981835178	0.930718463147438	21_11.303		33.83		10
BOX_7_38		BOX_7_38	8-10-17 ML6.7 20UM 10M	AMBON2017	ML6.7	P	Aug 10 2017 06:13	21	20		mid	11.303	46	70.8436	-161.53839	7.79055	32.20995	293.8045	119.309334	19.3495206	3492.753623	0.7030	21_7	0.74		0.42	1.78			0.87	0.45			7	21_7	4	92.7372	21_7	6.16600981835178	0.930718463147438	21_11.303		33.83		10
AMBON_2_4		AMBON_2_4	8-10-17 ML6.7 20M	AMBON2017	ML6.7	P	Aug 10 2017 06:12	21	0.2	pycnocline	mid	21.395	46	70.84355	-161.53816	5.20215	32.2327	290.0725	161.9657526	28.20811778	3273.684211	0.6740	21_5	1.33		0.46	1.81			0.31	0.48			5	21_5	4	88.922	21_5	5.74181353974764	0.866688836188322	21_21.395		33.83		20
BOX_7_83		BOX_7_83	8-10-17 ML6.7 3UM 20M	AMBON2017	ML6.7	P	Aug 10 2017 06:12	21	3	pycnocline	mid	21.395	46	70.84355	-161.53816	5.20215	32.2327	290.0725	161.9657526	28.20811778	3273.684211	0.6740	21_5	1.33		0.46	1.81			0.31	0.48			5	21_5	4	88.922	21_5	5.74181353974764	0.866688836188322	21_21.395		33.83		20
BOX_7_84		BOX_7_84	8-10-17 ML6.7 20UM 20M	AMBON2017	ML6.7	P	Aug 10 2017 06:12	21	20	pycnocline	mid	21.395	46	70.84355	-161.53816	5.20215	32.2327	290.0725	161.9657526	28.20811778	3273.684211	0.6740	21_5	1.33		0.46	1.81			0.31	0.48			5	21_5	4	88.922	21_5	5.74181353974764	0.866688836188322	21_21.395		33.83		20
AMBON_2_6		AMBON_2_6	8-10-17 ML6.7 30M	AMBON2017	ML6.7	P	Aug 10 2017 06:11	21	0.2		mid	30.084	46	70.84348	-161.53782	4.79785	32.1623	278.0115	109.5816971	16.32019754	7000	0.4010	21_3	0.68		0.97	11.54			1.62	0.93			4	21_4	4	79.1896	21_3	6.71448350005695	1.01350694340482	21_30.084		33.83		30
BOX_7_39		BOX_7_39	8-10-17 ML6.7 3UM 30M	AMBON2017	ML6.7	P	Aug 10 2017 06:11	21	3		mid	30.084	46	70.84348	-161.53782	4.79785	32.1623	278.0115	109.5816971	16.32019754	7000	0.4010	21_3	0.68		0.97	11.54			1.62	0.93			4	21_4	4	79.1896	21_3	6.71448350005695	1.01350694340482	21_30.084		33.83		30
BOX_7_7		BOX_7_7	8-10-17 ML6.7 20UM 30M	AMBON2017	ML6.7	P	Aug 10 2017 06:11	21	20		mid	30.084	46	70.84348	-161.53782	4.79785	32.1623	278.0115	109.5816971	16.32019754	7000	0.4010	21_3	0.68		0.97	11.54			1.62	0.93			4	21_4	4	79.1896	21_3	6.71448350005695	1.01350694340482	21_30.084		33.83		30
AMBON_2_20		AMBON_2_20	8-10-17 ML6.7 42M	AMBON2017	ML6.7	P	Aug 10 2017 06:09	21	0.2	bottom	bottom	42.631	46	70.84372	-161.5373	4.757	32.16255	277.3645	123.0718681	17.0725491	11500	0.3980	21_1	0.7		0.87	8.71			1.44	3.58			1	21_1	4	76.7198	21_1	7.20875760140587	1.08811435492919	21_42.631	-1.32	33.83		42
BOX_7_8		BOX_7_8	8-10-17 ML6.7 3UM 42M	AMBON2017	ML6.7	P	Aug 10 2017 06:09	21	3	bottom	bottom	42.631	46	70.84372	-161.5373	4.757	32.16255	277.3645	123.0718681	17.0725491	11500	0.3980	21_1	0.7		0.87	8.71			1.44	3.58			1	21_1	4	76.7198	21_1	7.20875760140587	1.08811435492919	21_42.631	-1.32	33.83	zooplankton collected from 150 micron vertical net tow	42
BOX_5_98		BOX_5_98	8-10-17 ML6.7 20UM 42M	AMBON2017	ML6.7	P	Aug 10 2017 06:09	21	20	bottom	bottom	42.631	46	70.84372	-161.5373	4.757	32.16255	277.3645	123.0718681	17.0725491	11500	0.3980	21_1	0.7		0.87	8.71			1.44	3.58			1	21_1	4	76.7198	21_1	7.20875760140587	1.08811435492919	21_42.631	-1.32	33.83	no chl max	42
AMBON_1_86		AMBON_1_86	8-10-2017 ML6.9 4M SURFACE	AMBON2017	ML6.9	P	Aug 10 2017 13:35	23	0.2		surf	4.438	56	71.07638	-160.73328	5.9715	31.5219	305.665	45.83136452	7.255998918		0.2660	23_14	0.33		1.5	4.9			0.34	2.79			14	23_14	1.7	95.3165	23_14	6.31634114584911	0.953409984279111	23_4.438	-2.06	7.82		4
BOX_7_5		BOX_7_5	8-10-17 ML6.9 3UM SURFACE	AMBON2017	ML6.9	P	Aug 10 2017 13:35	23	3		surf	4.438	56	71.07638	-160.73328	5.9715	31.5219	305.665	45.83136452	7.255998918		0.2660	23_14	0.33		1.5	4.9			0.34	2.79			14	23_14	1.7	95.3165	23_14	6.31634114584911	0.953409984279111	23_4.438	-2.06	7.82		4
BOX_8_31		BOX_8_31	8-10-17 ML6.9 20UM SURF	AMBON2017	ML6.9	P	Aug 10 2017 13:35	23	20		surf	4.438	56	71.07638	-160.73328	5.9715	31.5219	305.665	45.83136452	7.255998918		0.2660	23_14	0.33		1.5	4.9			0.34	2.79			14	23_14	1.7	95.3165	23_14	6.31634114584911	0.953409984279111	23_4.438	-2.06	7.82		4
AMBON_2_1		AMBON_2_1	8-10-17 ML6.9 12M	AMBON2017	ML6.9	P	Aug 10 2017 13:34	23	0.2		mid	12.432	56	71.07618	-160.73365	5.9747	31.5251	305.3035	51.98614985	7.406236138	3333.333333	0.2130	23_11	0.22		0.78	4.88			0.36	0.27			11	23_11	1.8	95.0248	23_11	7.01924012161439	1.05950794288519	23_12.432		7.82		12
BOX_7_85		BOX_7_85	8-10-17 ML6.9 3UM 12M	AMBON2017	ML6.9	P	Aug 10 2017 13:34	23	3		mid	12.432	56	71.07618	-160.73365	5.9747	31.5251	305.3035	51.98614985	7.406236138	3333.333333	0.2130	23_11	0.22		0.78	4.88			0.36	0.27			11	23_11	1.8	95.0248	23_11	7.01924012161439	1.05950794288519	23_12.432		7.82		12
BOX_7_40		BOX_7_40	8-10-17 ML6.9 20UM 12M	AMBON2017	ML6.9	P	Aug 10 2017 13:34	23	20		mid	12.432	56	71.07618	-160.73365	5.9747	31.5251	305.3035	51.98614985	7.406236138	3333.333333	0.2130	23_11	0.22		0.78	4.88			0.36	0.27			11	23_11	1.8	95.0248	23_11	7.01924012161439	1.05950794288519	23_12.432		7.82		12
AMBON_2_10		AMBON_2_10	8-10-17 ML6.9 22M	AMBON2017	ML6.9	P	Aug 10 2017 13:32	23	0.2		mid	22.113	56	71.07598	-160.73404	6.1972	31.7476	303.851	51.15578301	6.671746115	17633.33333	0.2700	23_9	0.23		0.75	3.66			0.37	0.81			10	23_10	1.8	95.9807	23_9	7.66752543160884	1.15736232929945	23_22.113		7.82		22
BOX_5_89		BOX_5_89	8-10-17 ML6.9 3UM 22M	AMBON2017	ML6.9	P	Aug 10 2017 13:32	23	3		mid	22.113	56	71.07598	-160.73404	6.1972	31.7476	303.851	51.15578301	6.671746115	17633.33333	0.2700	23_9	0.23		0.75	3.66			0.37	0.81			10	23_10	1.8	95.9807	23_9	7.66752543160884	1.15736232929945	23_22.113		7.82		22
AMBON_2_9		AMBON_2_9	8-10-17 ML6.9 30M	AMBON2017	ML6.9	P	Aug 10 2017 13:31	23	0.2	thermocline	mid	31.549	56	71.07569	-160.73493	1.1602	31.92065	363.531	84.00403265	13.21189056	4480.769231	1.4110	23_7	2.49		0.83	3.72			0.46	0.33			7	23_7	1.7	93.9901	23_7	6.35821438790362	0.959730473645829	23_31.549		7.82		30
BOX_8_19		BOX_8_19	8-10-17 ML6.9 3UM 30M	AMBON2017	ML6.9	P	Aug 10 2017 13:31	23	3	thermocline	mid	31.549	56	71.07569	-160.73493	1.1602	31.92065	363.531	84.00403265	13.21189056	4480.769231	1.4110	23_7	2.49		0.83	3.72			0.46	0.33			7	23_7	1.7	93.9901	23_7	6.35821438790362	0.959730473645829	23_31.549		7.82		30
BOX_8_18		BOX_8_18	8-10-17 ML6.9 20UM 30M	AMBON2017	ML6.9	P	Aug 10 2017 13:31	23	20	thermocline	mid	31.549	56	71.07569	-160.73493	1.1602	31.92065	363.531	84.00403265	13.21189056	4480.769231	1.4110	23_7	2.49		0.83	3.72			0.46	0.33			7	23_7	1.7	93.9901	23_7	6.35821438790362	0.959730473645829	23_31.549		7.82		30
AMBON_2_8		AMBON_2_8	8-10-17 ML6.9 35M	AMBON2017	ML6.9	P	Aug 10 2017 13:30	23	0.2	chl max	mid	35.866	56	71.07556	-160.73547	2.0546	32.5908	269.84	160.8715121	32.5149608	2966.666667	0.9810	23_7	2.49		0.83	3.72			0.46	0.33			5	23_5	1.7	77.3597	23_7	4.9476151329083	0.746809831382384	23_35.866		7.82		35
BOX_8_17		BOX_8_17	8-10-17 ML6.9 3UM 35M	AMBON2017	ML6.9	P	Aug 10 2017 13:30	23	3	chl max	mid	35.866	56	71.07556	-160.73547	2.0546	32.5908	269.84	160.8715121	32.5149608	2966.666667	0.9810	23_7	2.49		0.83	3.72			0.46	0.33			5	23_5	1.7	77.3597	23_7	4.9476151329083	0.746809831382384	23_35.866		7.82		35
BOX_7_86		BOX_7_86	8-10-17 ML6.9 20UM 35M	AMBON2017	ML6.9	P	Aug 10 2017 13:30	23	20	chl max	mid	35.866	56	71.07556	-160.73547	2.0546	32.5908	269.84	160.8715121	32.5149608	2966.666667	0.9810	23_7	2.49		0.83	3.72			0.46	0.33			5	23_5	1.7	77.3597	23_7	4.9476151329083	0.746809831382384	23_35.866		7.82		35
AMBON_1_88		AMBON_1_88	8-10-2017 ML6.8 41M	AMBON2017	ML6.9	P	Aug 10 2017 13:29	23	0.2		mid	41.769	56	71.07536	-160.73625	2.1627	32.616	270.639				0.6080	23_3	0.94		1.56	18.85			3.92	3.51			3	23_3	1.5	70.5732	23_3			23_41.769		7.82		41
BOX_7_41		BOX_7_41	8-10-17 ML6.9 3UM 41M	AMBON2017	ML6.9	P	Aug 10 2017 13:29	23	3		mid	41.769	56	71.07536	-160.73625	2.1627	32.616	270.639				0.6080	23_3	0.94		1.56	18.85			3.92	3.51			3	23_3	1.5	70.5732	23_3			23_41.769		7.82		41
BOX_8_28		BOX_8_28	8-10-17 ML6.9 20UM 41M	AMBON2017	ML6.9	P	Aug 10 2017 13:29	23	20		mid	41.769	56	71.07536	-160.73625	2.1627	32.616	270.639				0.6080	23_3	0.94		1.56	18.85			3.92	3.51			3	23_3	1.5	70.5732	23_3			23_41.769		7.82		41
AMBON_2_5		AMBON_2_5	8-10-17 ML6.9 49M BOTTOM	AMBON2017	ML6.9	P	Aug 10 2017 13:28	23	0.2		mid	49.093	56	71.07508	-160.73709	2.1827	32.6207	271.0635				0.5790	23_1	1.04		1.51	18.1			4	3.37			2	23_2	1.5	67.5739	23_1			23_49.093	-1.1	7.82		49
BOX_8_16		BOX_8_16	8-10-17 ML6.9 3UM 49M BOTTOM	AMBON2017	ML6.9	P	Aug 10 2017 13:28	23	3		mid	49.093	56	71.07508	-160.73709	2.1827	32.6207	271.0635				0.5790	23_1	1.04		1.51	18.1			4	3.37			2	23_2	1.5	67.5739	23_1			23_49.093	-1.1	7.82	well mixed to 15 m	49
BOX_7_87		BOX_7_87	8-10-17 ML6.9 20UM 49M BOTTOM	AMBON2017	ML6.9	P	Aug 10 2017 13:28	23	20		mid	49.093	56	71.07508	-160.73709	2.1827	32.6207	271.0635				0.5790	23_1	1.04		1.51	18.1			4	3.37			2	23_2	1.5	67.5739	23_1			23_49.093	-1.1	7.82	colder Arctic(?) water ~2 degrees C	49
BOX_4_2		BOX_4_2	9-6-17 NE1 C83 B24 0M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	0	surf	2.966	3034.3	73.4525	-157.311	2.9812	25.63205	355.8856446				0.2230											9_6_17_NE_1_0m_B24_0.2	24	2.966_3034.3	2		83_24							RNALater no
BOX_4_3		BOX_4_3	9-6-17 NE1 C83 B21 30M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	30	mid	29.807	3034.3	73.4525	-157.311	-0.80745	28.4057	401.5961781				0.2159											9_6_17_NE_1_30m_B21_0.2	21	29.807_3034.3	2		83_21							RNALater no
BOX_4_73		BOX_4_73	9-6-17 NE1 C83 B20 50M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	50	mid	49.687	3034.3	73.4525	-157.311	-0.15065	29.6017	397.1836713				0.2682											9_6_17_NE_1_50m_B20_0.2	20	49.687_3034.3	1.1		83_20							RNALater no
BOX_4_4		BOX_4_4	9-6-17 NE1 C83 B18 75M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	75	mid	74.688	3034.3	73.4525	-157.311	0.8411	31.296	356.8190595				0.2982											9_6_17_NE_1_75m_B18_0.2	18	74.688_3034.3	?		83_18							RNALater no
BOX_4_5		BOX_4_5	9-6-17 NE1 C83 B14 200M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	200	mid	199.637	3034.3	73.4525	-157.311	-1.4387	33.05125	288.0857805				0.1751											9_6_17_NE_1_200m_B14_0.2	14	199.637_3034.3	0.85		83_14							RNALater no
BOX_4_6		BOX_4_6	9-6-17 NE1 C83 B12 250M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	250	mid	250.047	3034.3	73.4525	-157.311	-0.9027	34.02155	277.9789962				0.1727											9_6_17_NE_1_250m_B12_0.2	12	250.047_3034.3	1.1		83_12							RNALater no
BOX_4_74		BOX_4_74	9-6-17 NE1 C83 B10 450M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	450	mid	449.524	3034.3	73.4525	-157.311	0.8331	34.83055	298.5096579				0.1624											9_6_17_NE_1_450m_B10_0.2	10	449.524_3034.3	1.5		83_10							RNALater no
BOX_4_75		BOX_4_75	9-6-17 NE1 C83 B8 1000M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	1000	mid	1000.17	3034.3	73.4525	-157.311	-0.00635	34.8764					0.1636											9_6_17_NE_1_1000m_B8_0.2	8	1000.17_3034.3	1.5		83_8							RNALater no
BOX_4_1		BOX_4_1	9-6-17 NE1 C83 B6 2000M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	2000	mid	1999.83	3034.3	73.4525	-157.311	-0.3919	34.93455					0.1630											9_6_17_NE_1_2000m_B6_0.2	6	1999.83_3034.3	1.5		83_6							RNALater no
BOX_4_7		BOX_4_7	9-6-17 NE1 C83 B2 3025M	DBONCIS2017	NE-1	S	Sep 06 2017 13:23	83	0.2	3025	mid	3025.331	3034.3	73.4525	-157.311	-0.3215	34.955					0.1620											9_6_17_NE_1_3025m_B2_0.2	2	3025.331_3034.3	1.5		83_2							RNALater no
BOX_4_70		BOX_4_70	9-5-17 NNE18 B24 3M	DBONCIS2017	NNE-18	S	Sep 06 2017 02:51	80	0.2	3	surf	2.887	2228.1	73.56283333	-159.712	1.78995	26.37985	368.0379027				0.1820	80_23	0.057	0	0.593	3	0	0	0.21	0		9_5_17_NNE_18_3m_B24_0.2	24	2.887_2228.1	3		80_23							RNALater no
BOX_3_90		BOX_3_90	9-5-17 NNE18 B18 50M	DBONCIS2017	NNE-18	S	Sep 06 2017 02:51	80	0.2	50	mid	49.844	2228.1	73.56283333	-159.712	-1.0181	31.15125	355.3407804				0.4193	80_17	0.242	0.268	1.185	15.8	3.7	0.35	0.08	4.05		9_5_17_NNE_18_50m_B18_0.2	18	49.844_2228.1	3		80_17							RNALater no
BOX_3_91		BOX_3_91	9-5-17 NNE18 B16 125M	DBONCIS2017	NNE-18	S	Sep 06 2017 02:51	80	0.2	125	mid	125.402	2228.1	73.56283333	-159.712	2.26455	31.796	347.2616055				0.1807				0.939	4.4	0.8	0.28	1.57	1.08		9_5_17_NNE_18_125m_B16_0.2	16	125.402_2228.1	3		80_16							RNALater no
BOX_3_92		BOX_3_92	9-5-17 NNE18 B14 200M	DBONCIS2017	NNE-18	S	Sep 06 2017 02:51	80	0.2	200	mid	199.989	2228.1	73.56283333	-159.712	-1.2639	32.5277	304.4406387				0.1752	80_13			1.839	27.5	13.4	0.01	0.1	13.41		9_5_17_NNE_18_200m_B14_0.2	14	199.989_2228.1	3		80_13							RNALater no
BOX_3_93		BOX_3_93	9-5-17 NNE18 B12 300M	DBONCIS2017	NNE-18	S	Sep 06 2017 02:51	80	0.2	300	mid	299.868	2228.1	73.56283333	-159.712	-0.07725	34.50485	282.2351895				0.1666	80_11			1.037	12.5	12.7	0.01	0.01	12.71		9_5_17_NNE_18_300m_B12_0.2	12	299.868_2228.1	3		80_11							RNALater no
BOX_4_71		BOX_4_71	9-5-17 NNE18 B10 500M	DBONCIS2017	NNE-18	S	Sep 06 2017 02:51	80	0.2	500	mid	500.071	2228.1	73.56283333	-159.712	0.7192	34.84175					0.1636	80_9			0.927	7.9	12.7	0.01	0.02	12.71		9_5_17_NNE_18_500m_B10_0.2	10	500.071_2228.1	3		80_9							RNALater no
